country,country_m49,year,milk_species,milk_tonnes,species_share
Hungary,348,2023,Raw milk of sheep,1610.0,0.00079227994547539254
Hungary,348,2020,Raw milk of sheep,1610.0,0.00079742446755819716
Hungary,348,2021,Raw milk of sheep,1580.0,0.00075779376498800956
Hungary,348,2022,Raw milk of sheep,1500.0,0.00073353220206367055
Indonesia,360,2021,Raw milk of sheep,150202.49,0.096924415367200339
Indonesia,360,2023,Raw milk of sheep,145000.0,0.10560305868407853
Indonesia,360,2022,Raw milk of sheep,140748.64,0.090465916699220258
Indonesia,360,2020,Raw milk of sheep,161082.55,0.10335251569630255
Iran (Islamic Republic of),364,2023,Raw milk of sheep,398106.25,0.0469620328553728
Iran (Islamic Republic of),364,2021,Raw milk of sheep,391370.89,0.044518190509078015
Iran (Islamic Republic of),364,2020,Raw milk of sheep,376202.0,0.045086371191711723
Iran (Islamic Republic of),364,2022,Raw milk of sheep,399506.63,0.047929422197345563
Iraq,368,2020,Raw milk of sheep,58069.0,0.17016556776556777
Iraq,368,2023,Raw milk of sheep,58868.0,0.16219001148896425
Iraq,368,2021,Raw milk of sheep,58344.44,0.16737007043867647
Iraq,368,2022,Raw milk of sheep,58592.0,0.1652205544385823
Israel,376,2023,Raw milk of sheep,20982.0,0.012435258955288896
Israel,376,2022,Raw milk of sheep,19738.0,0.011645772168150366
Israel,376,2021,Raw milk of sheep,19565.0,0.011676491072691454
Israel,376,2020,Raw milk of sheep,18565.0,0.011225648535919052
Italy,380,2020,Raw milk of sheep,481970.0,0.035676323066992754
Italy,380,2023,Raw milk of sheep,471290.0,0.03404733351634856
Italy,380,2021,Raw milk of sheep,477100.0,0.034083513538034446
Italy,380,2022,Raw milk of sheep,475400.0,0.034025948185223122
Jordan,400,2022,Raw milk of sheep,97079.7,0.18709373043271629
Jordan,400,2020,Raw milk of sheep,101092.0,0.2464606570366307
Jordan,400,2023,Raw milk of sheep,123571.0,0.19226826734473834
Jordan,400,2021,Raw milk of sheep,104676.0,0.24591573516766982
Kenya,404,2022,Raw milk of sheep,87815.84,0.01482821135637663
Kenya,404,2023,Raw milk of sheep,92269.72,0.015205689721038572
Kenya,404,2020,Raw milk of sheep,96851.3,0.017270050689905194
Kenya,404,2021,Raw milk of sheep,95721.75,0.015542958105380002
Kuwait,414,2023,Raw milk of sheep,296.28,0.0050396060167058141
Kuwait,414,2020,Raw milk of sheep,294.49,0.0050878131076536612
Kuwait,414,2021,Raw milk of sheep,297.51,0.0050948151765932027
Kuwait,414,2022,Raw milk of sheep,299.65,0.0049823725604207234
Lebanon,422,2022,Raw milk of sheep,12069.0,0.051612213479302088
Lebanon,422,2020,Raw milk of sheep,21993.0,0.072935355391140835
Lebanon,422,2021,Raw milk of sheep,12680.0,0.045352122751171356
Lebanon,422,2023,Raw milk of sheep,12337.0,0.055428258212925026
Libya,434,2023,Raw milk of sheep,61289.71,0.27036248506691246
Libya,434,2022,Raw milk of sheep,60616.09,0.26550596603494481
Libya,434,2021,Raw milk of sheep,60588.77,0.27680665811422261
Libya,434,2020,Raw milk of sheep,60904.2,0.266222183503432
Luxembourg,442,2022,Raw milk of sheep,90.0,0.00019892580067634773
Luxembourg,442,2020,Raw milk of sheep,120.0,0.00026818039601305142
Luxembourg,442,2021,Raw milk of sheep,110.0,0.00024808859018020255
Malawi,454,2022,Raw milk of sheep,7253.85,0.033597084079622572
Malawi,454,2020,Raw milk of sheep,6843.38,0.033935570725131585
Malawi,454,2023,Raw milk of sheep,7486.95,0.033352959753039438
Malawi,454,2021,Raw milk of sheep,6927.8,0.0337873674418396
Mali,466,2021,Raw milk of sheep,194098.0,0.18708078676907863
Mali,466,2020,Raw milk of sheep,184855.0,0.18559571248854176
Mali,466,2022,Raw milk of sheep,203803.0,0.18957501590620732
Mali,466,2023,Raw milk of sheep,213995.0,0.19207225675813946
Malta,470,2022,Raw milk of sheep,2070.0,0.049203708105538389
Malta,470,2020,Raw milk of sheep,1910.0,0.042501112594570539
Malta,470,2021,Raw milk of sheep,1860.0,0.043950850661625712
Malta,470,2023,Raw milk of sheep,2020.0,0.05001237930180738
Mauritania,478,2022,Raw milk of sheep,79421.48,0.2202635286696816
Mauritania,478,2021,Raw milk of sheep,79171.45,0.2187549311865736
Mauritania,478,2023,Raw milk of sheep,79098.9,0.21822737644503154
Mauritania,478,2020,Raw milk of sheep,78478.2,0.22040433158367934
Mongolia,496,2023,Raw milk of sheep,572.46,0.0022849450080082443
Mongolia,496,2020,Raw milk of sheep,20335.48,0.10789330598721292
Mongolia,496,2021,Raw milk of sheep,17662.83,0.10078994444145498
Mongolia,496,2022,Raw milk of sheep,21616.91,0.10490309610764073
Montenegro,499,2021,Raw milk of sheep,12746.0,0.071427770866256457
Montenegro,499,2022,Raw milk of sheep,7022.54,0.044823706764438066
Montenegro,499,2023,Raw milk of sheep,6928.81,0.04293091953624166
Montenegro,499,2020,Raw milk of sheep,10352.0,0.055738022678569504
Morocco,504,2023,Raw milk of sheep,35526.71,0.017358742416445302
Morocco,504,2022,Raw milk of sheep,36363.08,0.016903104457971444
Morocco,504,2021,Raw milk of sheep,37292.7,0.013978530801076226
Morocco,504,2020,Raw milk of sheep,36709.32,0.013508214533849597
Myanmar,104,2020,Raw milk of sheep,2341.98,0.0011169471382081941
Myanmar,104,2022,Raw milk of sheep,2594.39,0.0011801344595181911
Myanmar,104,2021,Raw milk of sheep,2384.37,0.0011257661269159865
Myanmar,104,2023,Raw milk of sheep,2591.73,0.001155789166624606
Nepal,524,2022,Raw milk of sheep,17509.79,0.0064281429898268372
Nepal,524,2021,Raw milk of sheep,17800.74,0.006758117276668649
Nepal,524,2023,Raw milk of sheep,13538.43,0.0048863242055788656
Nepal,524,2020,Raw milk of sheep,17952.15,0.0073240163066848772
Niger,562,2022,Raw milk of sheep,170414.56,0.10885509952182137
Niger,562,2020,Raw milk of sheep,168771.82,0.11169817153845329
Niger,562,2023,Raw milk of sheep,176378.85,0.10743077992312845
Niger,562,2021,Raw milk of sheep,146091.34,0.098479729331192659
North Macedonia,807,2023,Raw milk of sheep,31670.0,0.10855891214852038
North Macedonia,807,2020,Raw milk of sheep,27733.0,0.060139957193136154
North Macedonia,807,2022,Raw milk of sheep,39835.25,0.10267690028592895
North Macedonia,807,2021,Raw milk of sheep,35855.0,0.092122977944954887
Oman,512,2022,Raw milk of sheep,22746.57,0.0628914424852319
Oman,512,2020,Raw milk of sheep,22152.46,0.063445374300459961
Oman,512,2023,Raw milk of sheep,23049.65,0.0612795676409619
Oman,512,2021,Raw milk of sheep,22447.44,0.063167344482201279
Pakistan,586,2021,Raw milk of sheep,41000.0,0.00067658998646820032
Pakistan,586,2020,Raw milk of sheep,41000.0,0.00069844536283384837
Pakistan,586,2022,Raw milk of sheep,42000.0,0.00067137749878312832
Pakistan,586,2023,Raw milk of sheep,42000.0,0.00065034053843551288
Palestine,275,2020,Raw milk of sheep,53202.64,0.3665776841198366
Palestine,275,2021,Raw milk of sheep,90660.0,0.29860971584976631
Palestine,275,2022,Raw milk of sheep,91000.0,0.29934210526315791
Poland,616,2020,Raw milk of sheep,540.0,3.641054098646944e-05
Poland,616,2022,Raw milk of sheep,440.0,2.8912977195546351e-05
Poland,616,2021,Raw milk of sheep,510.0,3.425055422097786e-05
Poland,616,2023,Raw milk of sheep,440.0,2.8401975744712714e-05
Portugal,620,2022,Raw milk of sheep,72180.0,0.03554036820569887
Portugal,620,2023,Raw milk of sheep,70320.0,0.034157809858744441
Portugal,620,2020,Raw milk of sheep,74310.0,0.03540054880140249
Portugal,620,2021,Raw milk of sheep,73930.0,0.035201577000176176
Qatar,634,2021,Raw milk of sheep,11827.63,0.25164511652141869
Qatar,634,2023,Raw milk of sheep,11018.2,0.25022113669370272
Qatar,634,2022,Raw milk of sheep,11035.08,0.24794812338222608
Qatar,634,2020,Raw milk of sheep,12530.1,0.2538815916242842
Republic of Moldova,498,2020,Raw milk of sheep,24164.0,0.0751020205191003
Republic of Moldova,498,2023,Raw milk of sheep,22001.0,0.084203717807894124
Republic of Moldova,498,2022,Raw milk of sheep,22962.0,0.084722498948440375
Republic of Moldova,498,2021,Raw milk of sheep,23134.0,0.078349160762426
Romania,642,2020,Raw milk of sheep,426000.0,0.097650429799426938
Romania,642,2021,Raw milk of sheep,419700.0,0.0976114612647394
Romania,642,2023,Raw milk of sheep,448400.0,0.10383475361244905
Romania,642,2022,Raw milk of sheep,404400.0,0.09488725685727023
Russian Federation,643,2023,Raw milk of sheep,5790.0,0.00017127811824464142
Russian Federation,643,2022,Raw milk of sheep,5649.0,0.00017129624059270134
Russian Federation,643,2020,Raw milk of sheep,4979.0,0.00015453534807364111
Russian Federation,643,2021,Raw milk of sheep,5379.0,0.00016636110517220936
Rwanda,646,2020,Raw milk of sheep,6390.93,0.025193397215647749
Rwanda,646,2021,Raw milk of sheep,6143.54,0.025312622344231459
Rwanda,646,2022,Raw milk of sheep,5617.43,0.024185387882700592
Rwanda,646,2023,Raw milk of sheep,5331.57,0.022642392619071878
Senegal,686,2021,Raw milk of sheep,12004.74,0.048282627566530623
Senegal,686,2020,Raw milk of sheep,11975.84,0.048455138038904215
Senegal,686,2022,Raw milk of sheep,12687.55,0.050551063185771024
Senegal,686,2023,Raw milk of sheep,12839.25,0.04987340582232222
Serbia,688,2021,Raw milk of sheep,10390.0,0.0066454532371799995
Serbia,688,2020,Raw milk of sheep,9584.0,0.0060514945309870739
Serbia,688,2023,Raw milk of sheep,11603.0,0.0081896341803413489
Serbia,688,2022,Raw milk of sheep,9300.0,0.0061503584071762119
Slovakia,703,2022,Raw milk of sheep,11670.0,0.012589268376879761
Slovakia,703,2023,Raw milk of sheep,12210.0,0.0131884511940895
Slovakia,703,2020,Raw milk of sheep,11390.0,0.01225943944547294
Slovakia,703,2021,Raw milk of sheep,11440.0,0.01251531594608787
Slovenia,705,2022,Raw milk of sheep,590.0,0.00093932591425068858
Slovenia,705,2023,Raw milk of sheep,760.0,0.0012504936159010137
Slovenia,705,2020,Raw milk of sheep,490.0,0.000773847125710676
Slovenia,705,2021,Raw milk of sheep,650.0,0.0010109808069182194
Somalia,706,2023,Raw milk of sheep,334304.36,0.15452193270868828
Somalia,706,2020,Raw milk of sheep,386934.28,0.1750299497932914
Somalia,706,2022,Raw milk of sheep,355926.57,0.16314806532985815
Somalia,706,2021,Raw milk of sheep,373768.06,0.17012018379520122
South Sudan,728,2022,Raw milk of sheep,135873.61,0.039457146810427453
South Sudan,728,2021,Raw milk of sheep,132452.16,0.036179796380640387
South Sudan,728,2020,Raw milk of sheep,137922.35,0.044054925232124967
South Sudan,728,2023,Raw milk of sheep,135646.43,0.038547914447385784
Spain,724,2022,Raw milk of sheep,545950.0,0.064358128020747377
Spain,724,2021,Raw milk of sheep,560300.0,0.064383131918199069
Spain,724,2023,Raw milk of sheep,529900.0,0.06187074047565394
Spain,724,2020,Raw milk of sheep,556250.0,0.0640382122488263
Sudan,729,2021,Raw milk of sheep,408642.83,0.090059230128810591
Sudan,729,2023,Raw milk of sheep,405926.34,0.089975646642480922
Sudan,729,2022,Raw milk of sheep,404396.12,0.09084403869127862
Sudan,729,2020,Raw milk of sheep,416002.42,0.089362189439440229
Switzerland,756,2022,Raw milk of sheep,6648.0,0.0017771543741694333
Switzerland,756,2021,Raw milk of sheep,6400.0,0.0016665798656319984
Switzerland,756,2023,Raw milk of sheep,6577.0,0.0017458498405886729
Switzerland,756,2020,Raw milk of sheep,6200.0,0.0016275101719385747
Tunisia,788,2020,Raw milk of sheep,21000.0,0.014864861421267623
Tunisia,788,2023,Raw milk of sheep,22888.89,0.016090276098697013
Tunisia,788,2022,Raw milk of sheep,22666.67,0.016049379534146715
Tunisia,788,2021,Raw milk of sheep,25000.0,0.017331164784049252
Türkiye,792,2021,Raw milk of sheep,1143761.69,0.049299422389948548
Türkiye,792,2022,Raw milk of sheep,1067342.14,0.049497647925031585
Türkiye,792,2023,Raw milk of sheep,933575.73,0.043459386750585957
Türkiye,792,2020,Raw milk of sheep,1101065.07,0.046846276601083793
Ukraine,804,2020,Raw milk of sheep,14700.0,0.0015868560818688199
Ukraine,804,2023,Raw milk of sheep,11500.0,0.0015476959517657192
Ukraine,804,2021,Raw milk of sheep,14900.0,0.0017099117501922217
Ukraine,804,2022,Raw milk of sheep,12400.0,0.00159637468458726
Yemen,887,2022,Raw milk of sheep,68444.0,0.15993681416260072
Yemen,887,2021,Raw milk of sheep,65184.94,0.15993716256073803
Yemen,887,2023,Raw milk of sheep,67623.0,0.15575414876832541
Yemen,887,2020,Raw milk of sheep,62080.9,0.15993716992343712
