country,country_m49,year,milk_species,milk_tonnes,species_share
Ethiopia,231,2022,Raw milk of goats,54124.41,0.012896063575748932
Ethiopia,231,2020,Raw milk of goats,58155.38,0.015304419386636511
France,250,2021,Raw milk of goats,718260.0,0.027808191387381973
France,250,2023,Raw milk of goats,718100.0,0.028666094489131953
France,250,2022,Raw milk of goats,733100.0,0.028545795929683343
France,250,2020,Raw milk of goats,709510.0,0.026989347441392669
Georgia,268,2022,Raw milk of goats,3430.0,0.0058958818210883487
Georgia,268,2021,Raw milk of goats,3400.0,0.0056168730867526048
Georgia,268,2023,Raw milk of goats,3170.0,0.0052671718942378471
Georgia,268,2020,Raw milk of goats,3440.2,0.0058699472759226714
Germany,276,2020,Raw milk of goats,16280.0,0.00049052559455890212
Greece,300,2021,Raw milk of goats,365150.0,0.18007821554151687
Greece,300,2020,Raw milk of goats,361350.0,0.18155280782583794
Greece,300,2022,Raw milk of goats,351720.0,0.17591101419411628
Greece,300,2023,Raw milk of goats,348920.0,0.17779272462305926
Guatemala,320,2020,Raw milk of goats,2594.02,0.0046213347744280464
Guatemala,320,2021,Raw milk of goats,2599.6,0.0044095052350577035
Guatemala,320,2023,Raw milk of goats,2610.54,0.0046429365290333192
Guatemala,320,2022,Raw milk of goats,2605.35,0.0047232994259288081
Guinea,324,2023,Raw milk of goats,41539.29,0.14174793340162878
Guinea,324,2022,Raw milk of goats,40005.81,0.13854367280515317
Guinea,324,2021,Raw milk of goats,38481.33,0.14014783483085055
Guinea,324,2020,Raw milk of goats,37014.94,0.14176518178680411
Guinea-Bissau,624,2021,Raw milk of goats,14037.42,0.36336823500267529
Guinea-Bissau,624,2020,Raw milk of goats,14104.77,0.3654238856656678
Guinea-Bissau,624,2022,Raw milk of goats,14157.75,0.36448727335638004
Guinea-Bissau,624,2023,Raw milk of goats,14271.73,0.366984406981887
Haiti,332,2021,Raw milk of goats,51420.19,0.52187582303989011
Haiti,332,2022,Raw milk of goats,53356.46,0.53152460855237593
Haiti,332,2020,Raw milk of goats,50371.8,0.51655702485271426
Haiti,332,2023,Raw milk of goats,53055.68,0.52957549660479131
Hungary,348,2020,Raw milk of goats,3060.0,0.0015156017830609213
Hungary,348,2022,Raw milk of goats,3060.0,0.0014964056922098881
Hungary,348,2021,Raw milk of goats,3190.0,0.0015299760191846523
Hungary,348,2023,Raw milk of goats,2930.0,0.0014418510808962112
India,356,2021,Raw milk of goats,6602560.0,0.029731008081177051
India,356,2023,Raw milk of goats,7805560.0,0.032617360544150119
India,356,2022,Raw milk of goats,7599602.0,0.032957915784905895
India,356,2020,Raw milk of goats,6261874.41,0.02982314661761036
Indonesia,360,2023,Raw milk of goats,356691.91,0.25977763244045554
Indonesia,360,2021,Raw milk of goats,362379.81,0.233840672182779
Indonesia,360,2022,Raw milk of goats,358295.83,0.2302939531810608
Indonesia,360,2020,Raw milk of goats,359345.22,0.23056024684511942
Iran (Islamic Republic of),364,2023,Raw milk of goats,322154.61,0.038002506565344832
Iran (Islamic Republic of),364,2020,Raw milk of goats,350831.0,0.04204575385447025
Iran (Islamic Republic of),364,2022,Raw milk of goats,321125.97,0.038525974386613121
Iran (Islamic Republic of),364,2021,Raw milk of goats,320374.7,0.036442418926171838
Iraq,368,2021,Raw milk of goats,22378.79,0.064197028176675414
Iraq,368,2022,Raw milk of goats,22764.0,0.064191027806524567
Iraq,368,2023,Raw milk of goats,23149.0,0.063778904939152573
Iraq,368,2020,Raw milk of goats,21994.0,0.064451282051282047
Israel,376,2021,Raw milk of goats,25802.0,0.015398764255434955
Israel,376,2022,Raw milk of goats,27951.0,0.016491588705642459
Israel,376,2023,Raw milk of goats,19916.0,0.011803479999691816
Israel,376,2020,Raw milk of goats,25234.0,0.015258174799643488
Italy,380,2023,Raw milk of goats,57660.0,0.0041655228215168108
Italy,380,2021,Raw milk of goats,60960.0,0.0043549171772764191
Italy,380,2020,Raw milk of goats,61240.0,0.0045330996216001755
Italy,380,2022,Raw milk of goats,59970.0,0.0042922509732179854
Jamaica,388,2022,Raw milk of goats,196094.36,0.94053048020330243
Jamaica,388,2021,Raw milk of goats,193759.65,0.9425957380254345
Jamaica,388,2023,Raw milk of goats,198298.23,0.95019459996186728
Jamaica,388,2020,Raw milk of goats,190120.89,0.93967652879223718
Jordan,400,2023,Raw milk of goats,33530.0,0.052170452647215579
Jordan,400,2020,Raw milk of goats,9264.0,0.022585481806545987
Jordan,400,2021,Raw milk of goats,11910.0,0.027980209463935837
Jordan,400,2022,Raw milk of goats,13744.0,0.026487682090769262
Kazakhstan,398,2021,Raw milk of goats,1114.99,0.00034161508352641834
Kazakhstan,398,2022,Raw milk of goats,1206.3,0.00036259902976880023
Kazakhstan,398,2020,Raw milk of goats,1157.38,0.00036610444380470139
Kazakhstan,398,2023,Raw milk of goats,1294.6,0.00037635051285533813
Kenya,404,2022,Raw milk of goats,241739.53,0.040819114683992651
Kenya,404,2021,Raw milk of goats,251302.29,0.040805574127677942
Kenya,404,2020,Raw milk of goats,267312.97,0.047665942965856994
Kenya,404,2023,Raw milk of goats,263183.58,0.04337162676067656
Kuwait,414,2022,Raw milk of goats,6169.93,0.10258932064647636
Kuwait,414,2023,Raw milk of goats,6095.57,0.10368324303784075
Kuwait,414,2020,Raw milk of goats,6031.33,0.1042014324105564
Kuwait,414,2021,Raw milk of goats,6085.44,0.10421226872457173
Kyrgyzstan,417,2022,Raw milk of goats,548.0,0.00031590640638592119
Kyrgyzstan,417,2023,Raw milk of goats,648.0,0.00036440095126643392
Kyrgyzstan,417,2021,Raw milk of goats,586.0,0.00034479755793893435
Kyrgyzstan,417,2020,Raw milk of goats,628.0,0.0003763631928783454
Latvia,428,2022,Raw milk of goats,1480.0,0.0015174973597596613
Latvia,428,2021,Raw milk of goats,1910.0,0.0019249763157364295
Latvia,428,2023,Raw milk of goats,1500.0,0.0015565332890586086
Latvia,428,2020,Raw milk of goats,1900.0,0.001918998081001919
Lebanon,422,2023,Raw milk of goats,21478.0,0.096497376177126018
Lebanon,422,2020,Raw milk of goats,33589.0,0.11139115410508024
Lebanon,422,2022,Raw milk of goats,19951.0,0.085319021553198773
Lebanon,422,2021,Raw milk of goats,21453.0,0.076730212096283848
Libya,434,2020,Raw milk of goats,20209.88,0.0883406789998447
Libya,434,2023,Raw milk of goats,20945.72,0.0923962099137968
Libya,434,2022,Raw milk of goats,20696.61,0.09065370979386
Libya,434,2021,Raw milk of goats,20523.23,0.0937627007448667
Lithuania,440,2022,Raw milk of goats,4330.0,0.0028450530244293467
Lithuania,440,2020,Raw milk of goats,3670.0,0.0024603296975872681
Lithuania,440,2023,Raw milk of goats,2650.0,0.0017990861999904954
Lithuania,440,2021,Raw milk of goats,3610.0,0.0024443255760415467
Luxembourg,442,2022,Raw milk of goats,3250.0,0.0071834316910903348
Malawi,454,2023,Raw milk of goats,148135.6,0.6599163484185615
Malawi,454,2021,Raw milk of goats,134066.22,0.653850376263533
Malawi,454,2022,Raw milk of goats,142574.87,0.66035276370910023
Malawi,454,2020,Raw milk of goats,131097.91,0.65010015470745963
Mali,466,2022,Raw milk of goats,281386.0,0.26174175760800406
Mali,466,2020,Raw milk of goats,255226.0,0.25624868851586685
Mali,466,2021,Raw milk of goats,267987.0,0.25829848223003365
Mali,466,2023,Raw milk of goats,295457.0,0.2651888724736074
Malta,470,2022,Raw milk of goats,1030.0,0.024483004516282388
Malta,470,2021,Raw milk of goats,920.0,0.021739130434782608
Malta,470,2023,Raw milk of goats,1070.0,0.026491705867789057
Malta,470,2020,Raw milk of goats,920.0,0.020471740097908322
Mauritania,478,2022,Raw milk of goats,106516.7,0.29540804583659075
Mauritania,478,2020,Raw milk of goats,102994.73,0.28925847716042835
Mauritania,478,2023,Raw milk of goats,107086.38,0.29544253789111735
Mauritania,478,2021,Raw milk of goats,106522.97,0.29432863705463835
Mexico,484,2023,Raw milk of goats,174314.18,0.01253184240820338
Mexico,484,2020,Raw milk of goats,168497.7,0.012853482555987962
Mexico,484,2022,Raw milk of goats,173707.04,0.012703151245762106
Mexico,484,2021,Raw milk of goats,171545.04,0.012791060086850657
Mongolia,496,2022,Raw milk of goats,43712.49,0.21212909428656937
Mongolia,496,2023,Raw milk of goats,13491.03,0.053848760876549384
Mongolia,496,2020,Raw milk of goats,40811.31,0.21653126248158402
Mongolia,496,2021,Raw milk of goats,34494.26,0.19683564575716928
Montenegro,499,2023,Raw milk of goats,5576.0,0.034548906281754513
Montenegro,499,2020,Raw milk of goats,4831.0,0.026011436201716507
Montenegro,499,2022,Raw milk of goats,5905.0,0.037690634506034396
Montenegro,499,2021,Raw milk of goats,6200.0,0.034744404469699515
Morocco,504,2022,Raw milk of goats,46194.63,0.021473226588268689
Morocco,504,2023,Raw milk of goats,45320.56,0.0221441255666245
Morocco,504,2020,Raw milk of goats,45740.42,0.016831458774730364
Morocco,504,2021,Raw milk of goats,46875.29,0.017570400777481395
Mozambique,508,2023,Raw milk of goats,20488.65,0.88893058812555181
Mozambique,508,2022,Raw milk of goats,21283.33,0.89450411542004848
Mozambique,508,2020,Raw milk of goats,18063.4,0.86372373693421445
Mozambique,508,2021,Raw milk of goats,18683.93,0.849890351725101
Myanmar,104,2022,Raw milk of goats,9790.7,0.00445358733760335
Myanmar,104,2021,Raw milk of goats,9613.27,0.0045388483057988678
Myanmar,104,2020,Raw milk of goats,9426.9,0.0044959175471928981
Myanmar,104,2023,Raw milk of goats,9798.21,0.0043695388679811861
Nepal,524,2022,Raw milk of goats,139802.86,0.051324017847543722
Nepal,524,2023,Raw milk of goats,143296.28,0.0517188537765019
Nepal,524,2020,Raw milk of goats,132182.48,0.053927058261993559
Nepal,524,2021,Raw milk of goats,136279.41,0.051738985860992869
Netherlands (Kingdom of the),528,2020,Raw milk of goats,407000.0,0.027262375242815995
Netherlands (Kingdom of the),528,2021,Raw milk of goats,387840.0,0.026555125644552688
Netherlands (Kingdom of the),528,2022,Raw milk of goats,445220.0,0.029713205698646081
Netherlands (Kingdom of the),528,2023,Raw milk of goats,427260.0,0.028263450871697852
Niger,562,2021,Raw milk of goats,391879.6,0.26416485014386237
Niger,562,2023,Raw milk of goats,431905.65,0.2630698682563456
Niger,562,2022,Raw milk of goats,415294.17,0.26527597293436783
Niger,562,2020,Raw milk of goats,407345.91,0.26959354547854819
North Macedonia,807,2021,Raw milk of goats,17034.0,0.043765801319602886
North Macedonia,807,2022,Raw milk of goats,14113.06,0.036376958958443395
North Macedonia,807,2020,Raw milk of goats,16034.0,0.034770276336304945
North Macedonia,807,2023,Raw milk of goats,14583.0,0.049987831255505925
Norway,578,2023,Raw milk of goats,18753.0,0.013306105709499324
Norway,578,2020,Raw milk of goats,21445.0,0.013672559883198276
Norway,578,2021,Raw milk of goats,19638.0,0.012334745315585571
Norway,578,2022,Raw milk of goats,19364.0,0.013148067171658189
Oman,512,2023,Raw milk of goats,116609.59,0.31001708303552694
Oman,512,2021,Raw milk of goats,113337.19,0.31893210643951819
Oman,512,2020,Raw milk of goats,111735.54,0.320014262883852
Oman,512,2022,Raw milk of goats,114961.72,0.31785488543474172
Pakistan,586,2023,Raw milk of goats,1046000.0,0.016196576266751108
Pakistan,586,2021,Raw milk of goats,991000.0,0.016353675038780158
Pakistan,586,2022,Raw milk of goats,1018000.0,0.016272911756219633
Pakistan,586,2020,Raw milk of goats,965000.0,0.016439018905723503
Palestine,275,2020,Raw milk of goats,20724.44,0.14279586915011183
Palestine,275,2022,Raw milk of goats,41000.0,0.13486842105263158
Palestine,275,2021,Raw milk of goats,41034.0,0.13515498654510602
Papua New Guinea,598,2021,Raw milk of goats,39.89,0.1954434100930916
Papua New Guinea,598,2020,Raw milk of goats,39.7,0.19463646614698238
Papua New Guinea,598,2023,Raw milk of goats,39.96,0.19574801606740472
Papua New Guinea,598,2022,Raw milk of goats,39.9,0.1954924056834885
Peru,604,2020,Raw milk of goats,20580.56,0.009534176870382733
Peru,604,2021,Raw milk of goats,20291.57,0.0092015825080177388
Peru,604,2022,Raw milk of goats,20392.15,0.0089939126187569152
Peru,604,2023,Raw milk of goats,20389.3,0.00917822744013388
Poland,616,2022,Raw milk of goats,9150.0,0.000601258503043748
Poland,616,2023,Raw milk of goats,9200.0,0.00059385949284399312
Poland,616,2021,Raw milk of goats,8650.0,0.00058091626276756563
Poland,616,2020,Raw milk of goats,8510.0,0.00057380315517565727
Portugal,620,2020,Raw milk of goats,31200.0,0.014863371317504478
Portugal,620,2022,Raw milk of goats,29880.0,0.014712471626299281
Portugal,620,2021,Raw milk of goats,30710.0,0.014622486536932372
Portugal,620,2023,Raw milk of goats,28430.0,0.01380981988458624
Puerto Rico,630,2020,Raw milk of goats,59.56,0.00024605514444461519
Puerto Rico,630,2023,Raw milk of goats,59.36,0.00026512141140349005
Puerto Rico,630,2022,Raw milk of goats,58.7,0.00025004398133061733
Puerto Rico,630,2021,Raw milk of goats,59.57,0.00027920409444344484
Qatar,634,2021,Raw milk of goats,9418.32,0.2003845431279139
Qatar,634,2022,Raw milk of goats,9039.73,0.20311443953120506
Qatar,634,2020,Raw milk of goats,10431.97,0.21136983323172071
Qatar,634,2023,Raw milk of goats,9253.97,0.21015582330411717
Republic of Korea,410,2023,Raw milk of goats,9034.1,0.004659281318195839
Republic of Korea,410,2021,Raw milk of goats,8957.21,0.0043836095294138367
Republic of Korea,410,2020,Raw milk of goats,9036.31,0.0043074715894312323
Republic of Korea,410,2022,Raw milk of goats,8926.76,0.0044986023469073934
Republic of Moldova,498,2023,Raw milk of goats,7377.0,0.028233754205210442
Republic of Moldova,498,2020,Raw milk of goats,7056.0,0.021930138089007269
Republic of Moldova,498,2021,Raw milk of goats,7186.0,0.024337212295270735
Republic of Moldova,498,2022,Raw milk of goats,7133.0,0.026318508187406376
Romania,642,2020,Raw milk of goats,240800.0,0.055197707736389684
Romania,642,2022,Raw milk of goats,221600.0,0.05199558882188695
Romania,642,2023,Raw milk of goats,231900.0,0.053700444609114488
Romania,642,2021,Raw milk of goats,227800.0,0.052980440495848546
Russian Federation,643,2020,Raw milk of goats,254357.0,0.00789458677042923
Russian Federation,643,2021,Raw milk of goats,249284.0,0.007709827429215289
Russian Federation,643,2023,Raw milk of goats,239620.0,0.0070883700680105322
Russian Federation,643,2022,Raw milk of goats,233757.0,0.0070882802818601678
Rwanda,646,2021,Raw milk of goats,50515.86,0.20813551902877953
Rwanda,646,2023,Raw milk of goats,47849.45,0.2032095674457334
Rwanda,646,2020,Raw milk of goats,51600.89,0.20341354363933664
Rwanda,646,2022,Raw milk of goats,47175.6,0.20311070802824957
Senegal,686,2020,Raw milk of goats,13970.56,0.05652592329897474
Senegal,686,2021,Raw milk of goats,13866.98,0.055772489101182432
Senegal,686,2022,Raw milk of goats,15121.34,0.060248023755061206
Senegal,686,2023,Raw milk of goats,14352.05,0.055749799562455717
Serbia,688,2020,Raw milk of goats,34712.0,0.021917725183600096
Serbia,688,2022,Raw milk of goats,34771.0,0.022995065825368179
Serbia,688,2023,Raw milk of goats,21382.0,0.015091851938641621
Serbia,688,2021,Raw milk of goats,35399.0,0.0226412318713123
Slovakia,703,2022,Raw milk of goats,190.0,0.00020496666594748539
Slovenia,705,2022,Raw milk of goats,2170.0,0.0034548088710576173
Slovenia,705,2023,Raw milk of goats,1710.0,0.0028136106357772805
Slovenia,705,2021,Raw milk of goats,2360.0,0.0036706380066569197
Slovenia,705,2020,Raw milk of goats,2060.0,0.0032533164876816173
Somalia,706,2022,Raw milk of goats,376233.68,0.1724563496451893
Somalia,706,2023,Raw milk of goats,375718.76,0.17366446836084282
Somalia,706,2021,Raw milk of goats,377339.73,0.17174582606344588
Somalia,706,2020,Raw milk of goats,382279.23,0.17292423517998479
South Sudan,728,2022,Raw milk of goats,516441.93,0.14997264775014441
South Sudan,728,2021,Raw milk of goats,471180.5,0.12870469268699225
South Sudan,728,2020,Raw milk of goats,540067.47,0.17250744358077494
South Sudan,728,2023,Raw milk of goats,510463.31,0.14506313216211711
Spain,724,2022,Raw milk of goats,482080.0,0.056828952021690443
Spain,724,2021,Raw milk of goats,519200.0,0.059660399949899974
Spain,724,2023,Raw milk of goats,470230.0,0.054903714462854789
Spain,724,2020,Raw milk of goats,523900.0,0.0603139225117485
Sri Lanka,144,2023,Raw milk of goats,16045.75,0.029973805668791386
Sri Lanka,144,2020,Raw milk of goats,15540.09,0.029780551377391391
Sri Lanka,144,2021,Raw milk of goats,16338.29,0.029976407712566395
Sri Lanka,144,2022,Raw milk of goats,16466.44,0.030600711636158826
Sudan,729,2023,Raw milk of goats,1130887.74,0.2506670438941061
Sudan,729,2022,Raw milk of goats,1119161.91,0.25140989941705
Sudan,729,2021,Raw milk of goats,1135943.95,0.25034634183225507
Sudan,729,2020,Raw milk of goats,1165042.57,0.25026478174178007
Switzerland,756,2022,Raw milk of goats,22186.0,0.0059307982769739838
Switzerland,756,2023,Raw milk of goats,21562.0,0.0057235843489087676
Switzerland,756,2021,Raw milk of goats,22300.0,0.0058069892193114946
Switzerland,756,2020,Raw milk of goats,22800.0,0.0059850374064837905
Tajikistan,762,2022,Raw milk of goats,55598.76,0.0496506711616648
Tajikistan,762,2023,Raw milk of goats,57016.2,0.048503117183752976
Tajikistan,762,2020,Raw milk of goats,53471.64,0.0497701521607551
Tajikistan,762,2021,Raw milk of goats,54622.67,0.04978266626590936
Timor-Leste,626,2023,Raw milk of goats,5460.23,1.0
Timor-Leste,626,2021,Raw milk of goats,6324.41,1.0
Timor-Leste,626,2022,Raw milk of goats,6492.4,1.0
Timor-Leste,626,2020,Raw milk of goats,6058.78,1.0
Tunisia,788,2021,Raw milk of goats,11383.14,0.0078913230039960956
Tunisia,788,2020,Raw milk of goats,11623.94,0.0082280122509109325
Tunisia,788,2023,Raw milk of goats,11421.81,0.0080292262511139044
Tunisia,788,2022,Raw milk of goats,11201.93,0.0079316470432112055
Turkmenistan,795,2023,Raw milk of goats,9734.0,0.0037305855722036649
Turkmenistan,795,2020,Raw milk of goats,11091.1,0.004501532282852958
Turkmenistan,795,2022,Raw milk of goats,9724.0,0.0038920131415560795
Turkmenistan,795,2021,Raw milk of goats,12515.3,0.00503615694944731
Türkiye,792,2021,Raw milk of goats,622785.22,0.026843836340590347
Türkiye,792,2022,Raw milk of goats,540425.93,0.025062078419107271
Türkiye,792,2020,Raw milk of goats,589616.99,0.025086038377585128
Türkiye,792,2023,Raw milk of goats,543058.01,0.025280185984048211
Ukraine,804,2020,Raw milk of goats,191000.0,0.020618334124962216
Ukraine,804,2023,Raw milk of goats,151800.0,0.020429586563307494
Ukraine,804,2021,Raw milk of goats,182500.0,0.020943549960408085
Ukraine,804,2022,Raw milk of goats,159600.0,0.020546887069365055
United Republic of Tanzania,834,2020,Raw milk of goats,241732.5,0.070349636083434447
United Republic of Tanzania,834,2022,Raw milk of goats,256135.89,0.064613297098652184
United Republic of Tanzania,834,2021,Raw milk of goats,249776.4,0.065708318417345854
United Republic of Tanzania,834,2023,Raw milk of goats,262420.17,0.060778582306648163
United States of America,840,2023,Raw milk of goats,25698.09,0.00025027658326459489
United States of America,840,2022,Raw milk of goats,25927.14,0.00025238969428815176
United States of America,840,2021,Raw milk of goats,26113.7,0.0002544052669482366
United States of America,840,2020,Raw milk of goats,26373.06,0.00026030048499676512
Venezuela (Bolivarian Republic of),862,2022,Raw milk of goats,303497.0,0.084103294831101738
Venezuela (Bolivarian Republic of),862,2023,Raw milk of goats,314442.0,0.084138640031317657
Venezuela (Bolivarian Republic of),862,2020,Raw milk of goats,322108.78,0.10443758540684925
Venezuela (Bolivarian Republic of),862,2021,Raw milk of goats,325553.7,0.092460193364145848
Yemen,887,2023,Raw milk of goats,86653.0,0.19958541107643407
Yemen,887,2021,Raw milk of goats,80630.97,0.19783539811987233
Yemen,887,2020,Raw milk of goats,76791.4,0.19783539205228384
Yemen,887,2022,Raw milk of goats,84663.0,0.19783663283046379
Afghanistan,4,2023,Raw milk of sheep,191272.91,0.086177109914661043
Afghanistan,4,2021,Raw milk of sheep,196388.17,0.0908501218265272
Afghanistan,4,2020,Raw milk of sheep,197306.06,0.0900551525453882
Afghanistan,4,2022,Raw milk of sheep,194548.06,0.088582340494715917
Albania,8,2020,Raw milk of sheep,76890.0,0.0709474422381339
Albania,8,2021,Raw milk of sheep,75670.0,0.072521827469546968
Albania,8,2023,Raw milk of sheep,66426.0,0.071611766037613808
Albania,8,2022,Raw milk of sheep,71103.99,0.071155717360292234
Algeria,12,2020,Raw milk of sheep,592306.0,0.17657749412684551
Algeria,12,2023,Raw milk of sheep,554786.44,0.16745012533214781
Algeria,12,2022,Raw milk of sheep,547145.33,0.16476117677890509
Algeria,12,2021,Raw milk of sheep,524908.0,0.16085095742200314
Armenia,51,2022,Raw milk of sheep,15000.0,0.024073182474723159
Armenia,51,2023,Raw milk of sheep,32200.0,0.05442866801893171
Armenia,51,2021,Raw milk of sheep,22000.0,0.032801550618756524
Armenia,51,2020,Raw milk of sheep,45000.0,0.0687757909215956
Austria,40,2020,Raw milk of sheep,11420.0,0.0029644935700082549
Austria,40,2022,Raw milk of sheep,11690.0,0.0029369645504107732
Austria,40,2023,Raw milk of sheep,11540.0,0.0031046793490396747
Austria,40,2021,Raw milk of sheep,10810.0,0.0027950944928105824
Azerbaijan,31,2020,Raw milk of sheep,30275.0,0.013808450452406341
Azerbaijan,31,2022,Raw milk of sheep,30496.0,0.013465926076057578
Azerbaijan,31,2021,Raw milk of sheep,30502.0,0.013718468705502229
Azerbaijan,31,2023,Raw milk of sheep,29623.0,0.012969846628050036
Bahrain,48,2023,Raw milk of sheep,158.97,0.01443798396808876
Bahrain,48,2022,Raw milk of sheep,158.2,0.014069976342517655
Bahrain,48,2021,Raw milk of sheep,156.16,0.014902313313121307
Bahrain,48,2020,Raw milk of sheep,156.05,0.014924745045568054
Bangladesh,50,2023,Raw milk of sheep,70340.0,0.005
Bangladesh,50,2022,Raw milk of sheep,65370.0,0.005
Bangladesh,50,2020,Raw milk of sheep,53400.0,0.005
Bangladesh,50,2021,Raw milk of sheep,59925.0,0.005
Bolivia (Plurinational State of),68,2023,Raw milk of sheep,31073.83,0.048757654475047173
Bolivia (Plurinational State of),68,2021,Raw milk of sheep,31383.75,0.050492798613168133
Bolivia (Plurinational State of),68,2022,Raw milk of sheep,31315.25,0.04969189761948116
Bolivia (Plurinational State of),68,2020,Raw milk of sheep,31311.79,0.050522019459595023
Bosnia and Herzegovina,70,2023,Raw milk of sheep,3161.0,0.0054184701092779087
Bosnia and Herzegovina,70,2021,Raw milk of sheep,6418.0,0.011756129013349745
Bosnia and Herzegovina,70,2022,Raw milk of sheep,13253.0,0.023108093499464712
Bosnia and Herzegovina,70,2020,Raw milk of sheep,15883.0,0.024624195368797053
Bulgaria,100,2020,Raw milk of sheep,76480.0,0.076065443333830626
Bulgaria,100,2021,Raw milk of sheep,70370.0,0.073835080319388915
Bulgaria,100,2022,Raw milk of sheep,56660.0,0.0652314068616164
Bulgaria,100,2023,Raw milk of sheep,52010.0,0.063754933928264979
Burkina Faso,854,2021,Raw milk of sheep,75300.0,0.17598186428596468
Burkina Faso,854,2022,Raw milk of sheep,77481.02,0.17807023997085092
Burkina Faso,854,2020,Raw milk of sheep,73500.0,0.1745366467591988
Burkina Faso,854,2023,Raw milk of sheep,78130.1,0.17720126819970705
Burundi,108,2020,Raw milk of sheep,1404.07,0.013055458104250446
Burundi,108,2022,Raw milk of sheep,1328.5,0.014616821965128014
Burundi,108,2023,Raw milk of sheep,1355.81,0.013872648430513461
Burundi,108,2021,Raw milk of sheep,1301.73,0.01165902582338125
Cameroon,120,2022,Raw milk of sheep,18909.63,0.06666450205507661
Cameroon,120,2023,Raw milk of sheep,18967.66,0.066998462412828558
Cameroon,120,2020,Raw milk of sheep,18327.7,0.069080394039087611
Cameroon,120,2021,Raw milk of sheep,18414.81,0.061730357140702151
Chad,148,2021,Raw milk of sheep,44435.53,0.10207790319900316
Chad,148,2022,Raw milk of sheep,46259.66,0.10200202157762125
Chad,148,2023,Raw milk of sheep,48158.67,0.10261935902894176
Chad,148,2020,Raw milk of sheep,42683.34,0.10077688697214768
China,159,2022,Raw milk of sheep,1303269.85,0.029262606844839754
China,159,2020,Raw milk of sheep,1208049.61,0.030711128181944308
China,159,2023,Raw milk of sheep,1299773.93,0.027500369035039975
China,159,2021,Raw milk of sheep,1268569.02,0.03027583313388349
"China, mainland",156,2021,Raw milk of sheep,1268569.02,0.030613063259680641
"China, mainland",156,2023,Raw milk of sheep,1299773.93,0.027784722904299938
"China, mainland",156,2020,Raw milk of sheep,1208049.61,0.031066857570392879
"China, mainland",156,2022,Raw milk of sheep,1303269.85,0.029577792662723847
Croatia,191,2021,Raw milk of sheep,5000.0,0.008771929824561403
Croatia,191,2022,Raw milk of sheep,6000.0,0.011214953271028037
Croatia,191,2023,Raw milk of sheep,5000.0,0.010438413361169102
Croatia,191,2020,Raw milk of sheep,7000.0,0.011437908496732025
Cyprus,196,2021,Raw milk of sheep,44450.0,0.11614841912725372
Cyprus,196,2020,Raw milk of sheep,37900.0,0.10909614277489925
Cyprus,196,2022,Raw milk of sheep,44050.0,0.12027960571225732
Czechia,203,2022,Raw milk of sheep,100.0,2.9941823037837482e-05
Ecuador,218,2020,Raw milk of sheep,3987.82,0.0017188992076060086
Ecuador,218,2023,Raw milk of sheep,4259.09,0.0020230147814039789
Ecuador,218,2021,Raw milk of sheep,4122.02,0.0019169064698669606
Ecuador,218,2022,Raw milk of sheep,4216.82,0.0020312256592950146
Egypt,818,2023,Raw milk of sheep,23233.33,0.0041240157435938887
Egypt,818,2020,Raw milk of sheep,23500.0,0.0042129795625672284
Egypt,818,2022,Raw milk of sheep,21200.0,0.0031608766959892649
Egypt,818,2021,Raw milk of sheep,25000.0,0.0040551500405515
Eritrea,232,2023,Raw milk of sheep,5900.33,0.039926150226662967
Eritrea,232,2021,Raw milk of sheep,5871.97,0.039770850459145031
Eritrea,232,2022,Raw milk of sheep,5877.07,0.03976946571032515
Eritrea,232,2020,Raw milk of sheep,5814.21,0.039417474964638093
Ethiopia,231,2022,Raw milk of sheep,56348.99,0.013426107692799621
Ethiopia,231,2020,Raw milk of sheep,60070.56,0.015808426374827433
Ethiopia,231,2021,Raw milk of sheep,58367.54,0.015399678484325356
Ethiopia,231,2023,Raw milk of sheep,55772.34,0.014739666898297274
France,250,2020,Raw milk of sheep,344170.0,0.013092026481521211
France,250,2023,Raw milk of sheep,338820.0,0.013525478533362608
France,250,2022,Raw milk of sheep,342090.0,0.013320462869438514
France,250,2021,Raw milk of sheep,350200.0,0.013558361350849507
Georgia,268,2021,Raw milk of sheep,7300.0,0.012059756921557063
Georgia,268,2023,Raw milk of sheep,6730.0,0.01118235547262483
Georgia,268,2020,Raw milk of sheep,7168.8,0.012231985940246047
Georgia,268,2022,Raw milk of sheep,7300.0,0.012548086674619518
Germany,276,2020,Raw milk of sheep,6700.0,0.00020187478400151375
Greece,300,2020,Raw milk of sheep,945430.0,0.47501168147995559
Greece,300,2023,Raw milk of sheep,943970.0,0.48100137069365251
Greece,300,2021,Raw milk of sheep,951650.0,0.469317907216444
Greece,300,2022,Raw milk of sheep,956450.0,0.4783637254803893
Guinea,324,2023,Raw milk of sheep,16511.12,0.056342251833054934
Guinea,324,2020,Raw milk of sheep,14889.42,0.057025658639459555
Guinea,324,2021,Raw milk of sheep,15425.37,0.056178728930750495
Guinea,324,2022,Raw milk of sheep,15980.61,0.055342271611717377
Guinea-Bissau,624,2021,Raw milk of sheep,6632.39,0.17168395959865798
Guinea-Bissau,624,2023,Raw milk of sheep,6638.28,0.17069726299332463
Guinea-Bissau,624,2022,Raw milk of sheep,6634.08,0.17079251508382995
Guinea-Bissau,624,2020,Raw milk of sheep,6640.84,0.17204970778566353
