country,country_m49,year,milk_species,milk_tonnes,ch4_ktco2e,kg_co2e_per_ton_milk
Brazil,76,2020,Raw milk of goats,31000.0,62.5657,2.018248387096774
Brazil,76,2022,Raw milk of goats,31763.14,64.058799999999991,2.0167653449879324
Brazil,76,2021,Raw milk of goats,31000.0,61.5085,1.9841451612903225
Brazil,76,2023,Raw milk of goats,33000.0,66.64909999999999,2.0196696969696966
Bulgaria,100,2023,Raw milk of goats,20100.0,0.89750000000000008,0.044651741293532346
Bulgaria,100,2020,Raw milk of goats,31280.0,1.2998999999999998,0.041556905370843986
Bulgaria,100,2022,Raw milk of goats,25930.0,0.94400000000000006,0.0364057076745083
Bulgaria,100,2021,Raw milk of goats,30340.0,1.103,0.036354647330257089
Myanmar,104,2022,Raw milk of goats,9790.7,11.891,1.2145199015392156
Myanmar,104,2020,Raw milk of goats,9426.9,11.090700000000002,1.1764949241001816
Myanmar,104,2021,Raw milk of goats,9613.27,11.498099999999999,1.1960654387112812
Myanmar,104,2023,Raw milk of goats,9798.21,11.891,1.2135890126870112
Burundi,108,2021,Raw milk of goats,56533.25,21.624499999999998,0.38250940818014173
Burundi,108,2023,Raw milk of goats,59882.79,19.560200000000002,0.32664142736168439
Burundi,108,2022,Raw milk of goats,58183.93,22.6419,0.38914353155587811
Burundi,108,2020,Raw milk of goats,44141.52,14.4143,0.32654743198693659
Belarus,112,2022,Raw milk of goats,16673.98,0.2668,0.016000978770515494
Belarus,112,2023,Raw milk of goats,16289.69,0.258,0.015838238787846792
Belarus,112,2021,Raw milk of goats,16961.41,0.27340000000000003,0.016118942941654026
Belarus,112,2020,Raw milk of goats,13500.0,0.2919,0.02162222222222222
Cameroon,120,2022,Raw milk of goats,59188.47,33.826699999999995,0.57150826841781843
Cameroon,120,2021,Raw milk of goats,59228.96,33.879799999999996,0.5720140958071861
Cameroon,120,2023,Raw milk of goats,59397.5,33.9189,0.57104928658613585
Cameroon,120,2020,Raw milk of goats,58982.02,33.8481,0.57387149507595714
Cabo Verde,132,2021,Raw milk of goats,5529.04,0.70010000000000006,0.12662234311923951
Cabo Verde,132,2022,Raw milk of goats,5678.39,0.7198,0.12676128268752232
Cabo Verde,132,2020,Raw milk of goats,5372.48,0.68109999999999993,0.126775716242778
Cabo Verde,132,2023,Raw milk of goats,5837.01,0.7399,0.12676010491672962
Sri Lanka,144,2023,Raw milk of goats,16045.75,1.8298999999999999,0.11404265927114655
Sri Lanka,144,2022,Raw milk of goats,16466.44,1.9095,0.11596313471521472
Sri Lanka,144,2020,Raw milk of goats,15540.09,1.7458,0.11234169171478414
Sri Lanka,144,2021,Raw milk of goats,16338.29,1.8883,0.11557513056751961
Chad,148,2023,Raw milk of goats,122483.9,257.3908,2.1014255751164033
Chad,148,2020,Raw milk of goats,110338.67,215.012,1.9486549910380468
Chad,148,2022,Raw milk of goats,118293.78,242.4095,2.0492159435601769
Chad,148,2021,Raw milk of goats,114247.01,228.30010000000001,1.9983026251627944
Chile,152,2022,Raw milk of goats,8058.15,2.1047000000000002,0.26118898258285095
Chile,152,2021,Raw milk of goats,8099.22,2.1656000000000004,0.26738377275836445
Chile,152,2023,Raw milk of goats,8111.66,2.0444,0.25203225973475218
Chile,152,2020,Raw milk of goats,8124.97,2.1943,0.27006868948439194
"China, mainland",156,2021,Raw milk of goats,220925.7,681.2468,3.0836014098857669
"China, mainland",156,2020,Raw milk of goats,220861.46,681.9423,3.0876473423656625
"China, mainland",156,2022,Raw milk of goats,220110.57,675.7592,3.0700897280852981
"China, mainland",156,2023,Raw milk of goats,217562.22,660.93760000000009,3.0379245072972694
"China, Taiwan Province of",158,2021,Raw milk of goats,12296.0,0.6517,0.053000975927130767
"China, Taiwan Province of",158,2022,Raw milk of goats,11439.0,0.60230000000000006,0.052653203951394362
"China, Taiwan Province of",158,2023,Raw milk of goats,11198.0,0.5566,0.049705304518664048
"China, Taiwan Province of",158,2020,Raw milk of goats,13198.94,0.6752,0.051155623103067371
China,159,2020,Raw milk of goats,234060.4,682.6211,2.9164313997583529
China,159,2022,Raw milk of goats,231549.57,676.3651,2.9210380308631105
China,159,2023,Raw milk of goats,228760.22,661.4978,2.8916644685863648
China,159,2021,Raw milk of goats,233221.7,681.9022,2.9238368470858411
Costa Rica,188,2022,Raw milk of goats,17335.0,0.4073,0.023495817709835592
Costa Rica,188,2023,Raw milk of goats,16610.12,0.4012,0.024153949519931224
Costa Rica,188,2021,Raw milk of goats,15583.0,0.36019999999999996,0.023114932939742025
Costa Rica,188,2020,Raw milk of goats,15510.0,0.34640000000000004,0.022333978078658931
Croatia,191,2020,Raw milk of goats,9000.0,0.4412,0.049022222222222224
Croatia,191,2023,Raw milk of goats,6000.0,0.3745,0.062416666666666669
Croatia,191,2021,Raw milk of goats,7000.0,0.4412,0.063028571428571434
Croatia,191,2022,Raw milk of goats,7000.0,0.42069999999999996,0.0601
Cuba,192,2021,Raw milk of goats,2821.0,3.6588,1.2969868840836583
Cuba,192,2022,Raw milk of goats,2706.0,3.2841,1.2136363636363636
Cuba,192,2020,Raw milk of goats,3714.0,3.6950000000000003,0.99488422186322034
Cuba,192,2023,Raw milk of goats,2750.0,3.1268,1.1370181818181817
Cyprus,196,2022,Raw milk of goats,35430.0,1.2947,0.036542478125882023
Cyprus,196,2021,Raw milk of goats,40110.0,1.3293000000000001,0.033141361256544509
Cyprus,196,2020,Raw milk of goats,34340.0,1.35,0.039312754804892255
Czechia,203,2022,Raw milk of goats,550.0,0.1263,0.22963636363636364
Benin,204,2022,Raw milk of goats,37483.82,18.8924,0.50401479891857337
Benin,204,2023,Raw milk of goats,38171.07,19.4592,0.50978921995113058
Benin,204,2021,Raw milk of goats,36808.94,18.3421,0.49830557467832537
Benin,204,2020,Raw milk of goats,32733.47,15.038400000000001,0.45941967044740445
Ecuador,218,2022,Raw milk of goats,780.98,0.12290000000000001,0.15736638582294041
Ecuador,218,2020,Raw milk of goats,596.96,0.072899999999999993,0.12211873492361296
Ecuador,218,2021,Raw milk of goats,1228.07,0.299,0.24347146335306621
Ecuador,218,2023,Raw milk of goats,859.19,0.14809999999999998,0.1723716523702557
Ethiopia,231,2023,Raw milk of goats,52306.07,276.9689,5.2951579042355892
Ethiopia,231,2021,Raw milk of goats,56267.62,236.3522,4.2005011052537853
Ethiopia,231,2022,Raw milk of goats,54124.41,256.2275,4.7340469854544374
Ethiopia,231,2020,Raw milk of goats,58155.38,271.2365,4.6639966929972774
Eritrea,232,2021,Raw milk of goats,9427.68,9.9217,1.0524010148838312
Eritrea,232,2022,Raw milk of goats,9458.2,9.9671,1.0538051637732337
Eritrea,232,2020,Raw milk of goats,9372.62,9.8892999999999986,1.0551265281212723
Eritrea,232,2023,Raw milk of goats,9492.06,10.0124,1.0548184482609677
Estonia,233,2022,Raw milk of goats,500.0,0.0205,0.041
Estonia,233,2020,Raw milk of goats,700.0,0.0231,0.032999999999999995
Estonia,233,2023,Raw milk of goats,500.0,0.019,0.038
Estonia,233,2021,Raw milk of goats,700.0,0.022099999999999998,0.03157142857142857
France,250,2021,Raw milk of goats,718260.0,7.1193,0.00991187035335394
France,250,2023,Raw milk of goats,718100.0,6.5408,0.00910848071299262
France,250,2020,Raw milk of goats,709510.0,7.2536999999999994,0.01022353455201477
France,250,2022,Raw milk of goats,733100.0,6.724,0.0091720092756786258
Georgia,268,2021,Raw milk of goats,3400.0,0.257,0.075588235294117651
Georgia,268,2023,Raw milk of goats,3170.0,0.2565,0.080914826498422715
Georgia,268,2020,Raw milk of goats,3440.2,0.254,0.073832916690890066
Georgia,268,2022,Raw milk of goats,3430.0,0.2683,0.078221574344023312
Palestine,275,2022,Raw milk of goats,41000.0,1.3210000000000002,0.032219512195121959
Palestine,275,2021,Raw milk of goats,41034.0,1.2406,0.0302334649315202
Palestine,275,2020,Raw milk of goats,20724.44,1.1056,0.053347641721561596
Germany,276,2020,Raw milk of goats,16280.0,0.82590000000000008,0.050730958230958238
Greece,300,2021,Raw milk of goats,365150.0,16.083099999999998,0.044045186909489248
Greece,300,2020,Raw milk of goats,361350.0,16.1544,0.04470568700705687
Greece,300,2022,Raw milk of goats,351720.0,15.189400000000001,0.043186057090867737
Greece,300,2023,Raw milk of goats,348920.0,14.0957,0.040398085521036346
Guatemala,320,2023,Raw milk of goats,2610.54,0.60000000000000009,0.22983750488404703
Guatemala,320,2020,Raw milk of goats,2594.02,0.5946999999999999,0.22925806277515207
Guatemala,320,2021,Raw milk of goats,2599.6,0.5966999999999999,0.22953531312509615
Guatemala,320,2022,Raw milk of goats,2605.35,0.5984,0.22968123284779401
Guinea,324,2023,Raw milk of goats,41539.29,23.2734,0.56027438119428608
Guinea,324,2021,Raw milk of goats,38481.33,20.4798,0.53220094004027407
Guinea,324,2020,Raw milk of goats,37014.94,19.1912,0.51847173060391283
Guinea,324,2022,Raw milk of goats,40005.81,21.854999999999997,0.54629565055675655
Haiti,332,2020,Raw milk of goats,50371.8,8.8174,0.17504635530197449
Haiti,332,2022,Raw milk of goats,53356.46,9.6646,0.18113270633021758
Haiti,332,2021,Raw milk of goats,51420.19,9.1418,0.17778619643373544
Haiti,332,2023,Raw milk of goats,53055.68,9.5701,0.18037842508097154
Hungary,348,2020,Raw milk of goats,3060.0,0.24109999999999998,0.078790849673202615
Hungary,348,2021,Raw milk of goats,3190.0,0.2339,0.073322884012539183
Hungary,348,2023,Raw milk of goats,2930.0,0.1606,0.054812286689419794
Hungary,348,2022,Raw milk of goats,3060.0,0.2103,0.068725490196078431
India,356,2020,Raw milk of goats,6261874.41,778.9731,0.12439934898023611
India,356,2021,Raw milk of goats,6602560.0,785.6826,0.11899666190083846
India,356,2022,Raw milk of goats,7599602.0,792.33719999999994,0.10426035468699545
India,356,2023,Raw milk of goats,7805560.0,798.8193,0.10233978087414612
Indonesia,360,2020,Raw milk of goats,359345.22,97.2152,0.27053427898665244
Indonesia,360,2022,Raw milk of goats,358295.83,100.89920000000001,0.28160863608153075
Indonesia,360,2023,Raw milk of goats,356691.91,102.1869,0.28648505092251741
Indonesia,360,2021,Raw milk of goats,362379.81,98.3316,0.27134955449090831
Iran (Islamic Republic of),364,2020,Raw milk of goats,350831.0,86.15140000000001,0.24556381847670247
Iran (Islamic Republic of),364,2022,Raw milk of goats,321125.97,94.6575,0.29476750198683715
Iran (Islamic Republic of),364,2021,Raw milk of goats,320374.7,94.4404,0.29478107977939577
Iran (Islamic Republic of),364,2023,Raw milk of goats,322154.61,95.2401,0.29563475748492313
Iraq,368,2020,Raw milk of goats,21994.0,6.9918,0.31789578976084382
Iraq,368,2022,Raw milk of goats,22764.0,7.2422,0.31814268142681429
Iraq,368,2021,Raw milk of goats,22378.79,7.116,0.31797965841763559
Iraq,368,2023,Raw milk of goats,23149.0,7.3708,0.3184068426281913
Israel,376,2021,Raw milk of goats,25802.0,0.5997,0.0232423843112937
Israel,376,2020,Raw milk of goats,25234.0,0.60130000000000006,0.023828960925735124
Israel,376,2022,Raw milk of goats,27951.0,0.7471,0.026728918464455655
Israel,376,2023,Raw milk of goats,19916.0,0.59,0.029624422574814218
Italy,380,2023,Raw milk of goats,57660.0,5.0274,0.087190426638917781
Italy,380,2020,Raw milk of goats,61240.0,5.467,0.089271717831482689
Italy,380,2021,Raw milk of goats,60960.0,5.4416,0.089265091863517068
Italy,380,2022,Raw milk of goats,59970.0,5.1813,0.08639819909954978
Jamaica,388,2021,Raw milk of goats,193759.65,3.0027999999999997,0.015497550702635971
Jamaica,388,2022,Raw milk of goats,196094.36,3.0419,0.015512429832250148
Jamaica,388,2023,Raw milk of goats,198298.23,3.0811,0.015537708026945072
Jamaica,388,2020,Raw milk of goats,190120.89,2.9615,0.015576931077905221
Kazakhstan,398,2021,Raw milk of goats,1114.99,9.6732,8.6755935030807443
Kazakhstan,398,2023,Raw milk of goats,1294.6,8.7160999999999991,6.732658736289201
Kazakhstan,398,2020,Raw milk of goats,1157.38,9.2695,8.0090376540116459
Kazakhstan,398,2022,Raw milk of goats,1206.3,9.627,7.9806018403382248
Jordan,400,2020,Raw milk of goats,9264.0,3.9435000000000002,0.42568005181347152
Jordan,400,2021,Raw milk of goats,11910.0,4.1564000000000005,0.34898404701931157
Jordan,400,2022,Raw milk of goats,13744.0,3.7906,0.27580034924330615
Jordan,400,2023,Raw milk of goats,33530.0,3.9635000000000002,0.11820757530569641
Kenya,404,2022,Raw milk of goats,241739.53,157.9881,0.65354681545049753
Kenya,404,2020,Raw milk of goats,267312.97,186.2295,0.6966721442659517
Kenya,404,2023,Raw milk of goats,263183.58,180.8949,0.68733353349779647
Kenya,404,2021,Raw milk of goats,251302.29,168.3886,0.67006392977954954
Republic of Korea,410,2023,Raw milk of goats,9034.1,1.6501000000000001,0.18265239481520018
Republic of Korea,410,2021,Raw milk of goats,8957.21,1.5811,0.17651701813399487
Republic of Korea,410,2020,Raw milk of goats,9036.31,1.6944,0.18751016731387038
Republic of Korea,410,2022,Raw milk of goats,8926.76,1.6072,0.1800429271090519
Kuwait,414,2023,Raw milk of goats,6095.57,1.1356,0.18629923042471827
Kuwait,414,2021,Raw milk of goats,6085.44,1.1393,0.18721735815323132
Kuwait,414,2022,Raw milk of goats,6169.93,1.1567999999999998,0.18748997152317767
Kuwait,414,2020,Raw milk of goats,6031.33,1.1108,0.1841716503656739
Kyrgyzstan,417,2020,Raw milk of goats,628.0,3.9383,6.2711783439490443
Kyrgyzstan,417,2021,Raw milk of goats,586.0,3.7942,6.4747440273037542
Kyrgyzstan,417,2022,Raw milk of goats,548.0,3.5022,6.3908759124087595
Kyrgyzstan,417,2023,Raw milk of goats,648.0,3.3875,5.2276234567901234
Lebanon,422,2022,Raw milk of goats,19951.0,2.6962,0.13514109568442687
Lebanon,422,2023,Raw milk of goats,21478.0,2.6852,0.12502095167147778
Lebanon,422,2021,Raw milk of goats,21453.0,2.7243999999999997,0.12699389362793082
Lebanon,422,2020,Raw milk of goats,33589.0,2.7407999999999997,0.081598142248950539
Latvia,428,2021,Raw milk of goats,1910.0,0.0585,0.0306282722513089
Latvia,428,2023,Raw milk of goats,1500.0,0.053000000000000005,0.035333333333333335
Latvia,428,2020,Raw milk of goats,1900.0,0.0589,0.031
Latvia,428,2022,Raw milk of goats,1480.0,0.0599,0.040472972972972969
Libya,434,2020,Raw milk of goats,20209.88,13.2836,0.65728247767923409
Libya,434,2022,Raw milk of goats,20696.61,13.830200000000001,0.66823503945815288
Libya,434,2021,Raw milk of goats,20523.23,13.632299999999999,0.66423754935261159
Libya,434,2023,Raw milk of goats,20945.72,14.058900000000001,0.67120633714190781
Lithuania,440,2022,Raw milk of goats,4330.0,0.0769,0.017759815242494224
Lithuania,440,2023,Raw milk of goats,2650.0,0.0717,0.027056603773584906
Lithuania,440,2020,Raw milk of goats,3670.0,0.0754,0.020544959128065393
Lithuania,440,2021,Raw milk of goats,3610.0,0.0754,0.020886426592797783
Luxembourg,442,2022,Raw milk of goats,3250.0,0.026199999999999998,0.008061538461538462
Malawi,454,2022,Raw milk of goats,142574.87,60.8359,0.42669440975117146
Malawi,454,2020,Raw milk of goats,131097.91,55.4609,0.42304945975111274
Malawi,454,2023,Raw milk of goats,148135.6,64.8886,0.43803515157733858
Malawi,454,2021,Raw milk of goats,134066.22,59.5576,0.44424016728449567
Mali,466,2022,Raw milk of goats,281386.0,160.0511,0.5687955335375604
Mali,466,2023,Raw milk of goats,295457.0,168.0537,0.56879241310918338
Mali,466,2020,Raw milk of goats,255226.0,145.1711,0.56879432346234315
Mali,466,2021,Raw milk of goats,267987.0,152.42960000000002,0.56879475496945764
Malta,470,2023,Raw milk of goats,1070.0,0.034100000000000005,0.03186915887850468
Malta,470,2022,Raw milk of goats,1030.0,0.0339,0.0329126213592233
Malta,470,2020,Raw milk of goats,920.0,0.0288,0.031304347826086959
Malta,470,2021,Raw milk of goats,920.0,0.0293,0.031847826086956521
Mauritania,478,2023,Raw milk of goats,107086.38,37.890699999999995,0.35383304580843983
Mauritania,478,2022,Raw milk of goats,106516.7,37.3221,0.35038731015887647
Mauritania,478,2020,Raw milk of goats,102994.73,38.1118,0.37003640865896736
Mauritania,478,2021,Raw milk of goats,106522.97,38.1492,0.358131208696115
Mexico,484,2023,Raw milk of goats,174314.18,45.7052,0.26220012623184186
Mexico,484,2021,Raw milk of goats,171545.04,45.423700000000004,0.26479168386331658
Mexico,484,2022,Raw milk of goats,173707.04,45.6235,0.26264623471794807
Mexico,484,2020,Raw milk of goats,168497.7,45.654799999999994,0.2709520664080281
Mongolia,496,2020,Raw milk of goats,40811.31,141.65050000000002,3.4708638365198285
Mongolia,496,2023,Raw milk of goats,13491.03,125.7991,9.3246475621209051
Mongolia,496,2021,Raw milk of goats,34494.26,135.1906,3.9192201833000611
Mongolia,496,2022,Raw milk of goats,43712.49,140.8796,3.2228683380882677
Republic of Moldova,498,2020,Raw milk of goats,7056.0,0.72849999999999993,0.10324546485260769
Republic of Moldova,498,2023,Raw milk of goats,7377.0,0.6825,0.092517283448556323
Republic of Moldova,498,2021,Raw milk of goats,7186.0,0.7178,0.0998886724185917
Republic of Moldova,498,2022,Raw milk of goats,7133.0,0.70290000000000008,0.098541987943361858
Montenegro,499,2022,Raw milk of goats,5905.0,0.1495,0.025317527519051652
Montenegro,499,2020,Raw milk of goats,4831.0,0.1427,0.029538397847236594
Montenegro,499,2021,Raw milk of goats,6200.0,0.149,0.024032258064516129
Montenegro,499,2023,Raw milk of goats,5576.0,0.1499,0.026883070301291251
Morocco,504,2022,Raw milk of goats,46194.63,31.2537,0.67656565276093772
Morocco,504,2023,Raw milk of goats,45320.56,29.1376,0.64292232929160631
Morocco,504,2020,Raw milk of goats,45740.42,30.816300000000002,0.67372140439462525
Morocco,504,2021,Raw milk of goats,46875.29,32.0923,0.68463149774646737
Mozambique,508,2020,Raw milk of goats,18063.4,16.8828,0.93464131891006108
Mozambique,508,2023,Raw milk of goats,20488.65,21.202399999999997,1.0348363606191719
Mozambique,508,2021,Raw milk of goats,18683.93,17.9407,0.96022089571091307
Mozambique,508,2022,Raw milk of goats,21283.33,22.7788,1.070264850472177
Oman,512,2021,Raw milk of goats,113337.19,12.7532,0.11252440615476701
Oman,512,2020,Raw milk of goats,111735.54,12.5032,0.11189993801435066
Oman,512,2022,Raw milk of goats,114961.72,13.0083,0.11315331746950202
Oman,512,2023,Raw milk of goats,116609.59,13.268500000000001,0.11378566719941303
Nepal,524,2023,Raw milk of goats,143296.28,74.3057,0.51854591061261324
Nepal,524,2020,Raw milk of goats,132182.48,65.4691,0.49529332480371069
Nepal,524,2021,Raw milk of goats,136279.41,68.6918,0.5040511989301979
Nepal,524,2022,Raw milk of goats,139802.86,71.4925,0.51138081152274
Netherlands (Kingdom of the),528,2021,Raw milk of goats,387840.0,2.9498,0.0076057136963696374
Netherlands (Kingdom of the),528,2023,Raw milk of goats,427260.0,2.9036,0.006795862004400131
Netherlands (Kingdom of the),528,2022,Raw milk of goats,445220.0,2.9241,0.0065677642513813405
Netherlands (Kingdom of the),528,2020,Raw milk of goats,407000.0,2.8574,0.0070206388206388208
Niger,562,2021,Raw milk of goats,391879.6,102.2376,0.26089033468442863
Niger,562,2022,Raw milk of goats,415294.17,106.3271,0.25602839548650541
Niger,562,2020,Raw milk of goats,407345.91,98.3054,0.24133150127860623
Niger,562,2023,Raw milk of goats,431905.65,102.2901,0.23683436417189724
Norway,578,2021,Raw milk of goats,19638.0,0.3556,0.018107750280069255
Norway,578,2023,Raw milk of goats,18753.0,0.36829999999999996,0.01963952434277182
Norway,578,2020,Raw milk of goats,21445.0,0.3437,0.016027045931452554
Norway,578,2022,Raw milk of goats,19364.0,0.36119999999999997,0.018653170832472629
Pakistan,586,2021,Raw milk of goats,991000.0,415.2854,0.41905691220988894
Pakistan,586,2020,Raw milk of goats,965000.0,404.33020000000005,0.41899502590673582
Pakistan,586,2023,Raw milk of goats,1046000.0,438.0955,0.41882934990439769
Pakistan,586,2022,Raw milk of goats,1018000.0,426.5405,0.41899852652259334
Papua New Guinea,598,2022,Raw milk of goats,39.9,0.0162,0.40601503759398494
Papua New Guinea,598,2020,Raw milk of goats,39.7,0.0162,0.40806045340050373
Papua New Guinea,598,2023,Raw milk of goats,39.96,0.0162,0.40540540540540537
Papua New Guinea,598,2021,Raw milk of goats,39.89,0.0161,0.40360992730007522
Peru,604,2020,Raw milk of goats,20580.56,9.3125,0.452490116887004
Peru,604,2023,Raw milk of goats,20389.3,9.1233,0.44745528291800118
Peru,604,2022,Raw milk of goats,20392.15,9.1386,0.4481430354327523
Peru,604,2021,Raw milk of goats,20291.57,9.0731,0.4471364216765879
Poland,616,2022,Raw milk of goats,9150.0,0.321,0.035081967213114754
Poland,616,2023,Raw milk of goats,9200.0,0.3124,0.033956521739130441
Poland,616,2020,Raw milk of goats,8510.0,0.2267,0.026639247943595772
Poland,616,2021,Raw milk of goats,8650.0,0.2775,0.032080924855491327
Portugal,620,2021,Raw milk of goats,30710.0,1.8954,0.0617193096711169
Portugal,620,2023,Raw milk of goats,28430.0,1.7451999999999999,0.061385860007034818
Portugal,620,2022,Raw milk of goats,29880.0,1.8307,0.061268406961178044
Portugal,620,2020,Raw milk of goats,31200.0,1.9158000000000002,0.061403846153846163
Guinea-Bissau,624,2020,Raw milk of goats,14104.77,4.1215,0.29220611183308909
Guinea-Bissau,624,2021,Raw milk of goats,14037.42,4.2587,0.30338196050271343
Guinea-Bissau,624,2023,Raw milk of goats,14271.73,4.2691,0.29912981817901541
Guinea-Bissau,624,2022,Raw milk of goats,14157.75,4.2229,0.29827479648955524
Timor-Leste,626,2021,Raw milk of goats,6324.41,1.0639999999999998,0.16823703713073626
Timor-Leste,626,2020,Raw milk of goats,6058.78,0.9898,0.16336622224276176
Timor-Leste,626,2023,Raw milk of goats,5460.23,0.881,0.16134851462301039
Timor-Leste,626,2022,Raw milk of goats,6492.4,1.1141999999999999,0.17161604337379088
Puerto Rico,630,2021,Raw milk of goats,59.57,0.0179,0.30048682222595263
Puerto Rico,630,2022,Raw milk of goats,58.7,0.0178,0.303236797274276
Puerto Rico,630,2020,Raw milk of goats,59.56,0.0181,0.30389523169912697
Puerto Rico,630,2023,Raw milk of goats,59.36,0.0173,0.29144204851752026
Qatar,634,2020,Raw milk of goats,10431.97,2.3951000000000002,0.22959230135822864
Qatar,634,2023,Raw milk of goats,9253.97,1.9432,0.20998555214680836
Qatar,634,2021,Raw milk of goats,9418.32,2.0080999999999998,0.21321212275650006
Qatar,634,2022,Raw milk of goats,9039.73,1.8695,0.20680927417079936
Romania,642,2022,Raw milk of goats,221600.0,7.6088000000000005,0.034335740072202164
Romania,642,2021,Raw milk of goats,227800.0,7.6565,0.03361062335381914
Romania,642,2020,Raw milk of goats,240800.0,8.2685,0.034337624584717605
Romania,642,2023,Raw milk of goats,231900.0,7.2933,0.031450194049159122
Russian Federation,643,2021,Raw milk of goats,249284.0,9.6163,0.038575680749667052
Russian Federation,643,2023,Raw milk of goats,239620.0,8.9683,0.037427176362574074
Russian Federation,643,2022,Raw milk of goats,233757.0,9.291,0.039746403316264327
Russian Federation,643,2020,Raw milk of goats,254357.0,10.068100000000001,0.039582555227495216
Rwanda,646,2023,Raw milk of goats,47849.45,7.7754,0.16249716558915517
Rwanda,646,2021,Raw milk of goats,50515.86,8.7855,0.17391567717544548
Rwanda,646,2020,Raw milk of goats,51600.89,9.0257999999999985,0.17491558769625873
Rwanda,646,2022,Raw milk of goats,47175.6,7.8229,0.16582512994005374
Senegal,686,2021,Raw milk of goats,13866.98,33.3332,2.403782222228632
Senegal,686,2023,Raw milk of goats,14352.05,33.8694,2.3598998052543019
Senegal,686,2020,Raw milk of goats,13970.56,33.8753,2.4247632163635533
Senegal,686,2022,Raw milk of goats,15121.34,34.3999,2.2749240477365102
Serbia,688,2020,Raw milk of goats,34712.0,1.0379,0.029900322654989632
Serbia,688,2022,Raw milk of goats,34771.0,0.9834,0.028282189180639041
Serbia,688,2021,Raw milk of goats,35399.0,1.0006,0.028266335207209239
Serbia,688,2023,Raw milk of goats,21382.0,0.75450000000000006,0.035286689739032838
Slovakia,703,2022,Raw milk of goats,190.0,0.10519999999999999,0.55368421052631578
Slovenia,705,2020,Raw milk of goats,2060.0,0.13169999999999998,0.063932038834951452
Slovenia,705,2023,Raw milk of goats,1710.0,0.1376,0.080467836257309938
Slovenia,705,2021,Raw milk of goats,2360.0,0.13169999999999998,0.055805084745762706
Slovenia,705,2022,Raw milk of goats,2170.0,0.13319999999999999,0.06138248847926267
Somalia,706,2020,Raw milk of goats,382279.23,60.2728,0.15766694936578166
Somalia,706,2021,Raw milk of goats,377339.73,60.2267,0.159608690025829
Somalia,706,2022,Raw milk of goats,376233.68,60.030100000000004,0.15955535931817696
Somalia,706,2023,Raw milk of goats,375718.76,59.833600000000004,0.15925103127669218
Spain,724,2023,Raw milk of goats,470230.0,11.7655,0.025020734534164132
Spain,724,2021,Raw milk of goats,519200.0,13.2855,0.025588405238828969
Spain,724,2020,Raw milk of goats,523900.0,13.5998,0.0259587707577782
Spain,724,2022,Raw milk of goats,482080.0,12.6374,0.026214321274477266
South Sudan,728,2020,Raw milk of goats,540067.47,91.8215,0.17001857193879868
South Sudan,728,2023,Raw milk of goats,510463.31,84.298700000000011,0.1651415456284214
South Sudan,728,2022,Raw milk of goats,516441.93,85.8402,0.16621462165165404
South Sudan,728,2021,Raw milk of goats,471180.5,75.2344,0.15967214262899249
Sudan,729,2021,Raw milk of goats,1135943.95,165.445,0.14564539033814125
Sudan,729,2023,Raw milk of goats,1130887.74,163.9924,0.14501209465760059
Sudan,729,2022,Raw milk of goats,1119161.91,161.82,0.14459033903325036
Sudan,729,2020,Raw milk of goats,1165042.57,168.2312,0.14439918706146507
Switzerland,756,2020,Raw milk of goats,22800.0,0.40809999999999996,0.017899122807017543
Switzerland,756,2021,Raw milk of goats,22300.0,0.4209,0.018874439461883406
Switzerland,756,2022,Raw milk of goats,22186.0,0.4223,0.019034526277832867
Switzerland,756,2023,Raw milk of goats,21562.0,0.4169,0.019334941100083478
Tajikistan,762,2022,Raw milk of goats,55598.76,10.5841,0.190365756358595
Tajikistan,762,2020,Raw milk of goats,53471.64,9.973,0.18651008272796571
Tajikistan,762,2023,Raw milk of goats,57016.2,10.7235,0.18807812516442696
Tajikistan,762,2021,Raw milk of goats,54622.67,10.4496,0.19130518519142328
Tunisia,788,2022,Raw milk of goats,11201.93,6.0192999999999994,0.5373449039585142
Tunisia,788,2020,Raw milk of goats,11623.94,6.2133,0.53452615894438549
Tunisia,788,2021,Raw milk of goats,11383.14,6.0884,0.53486120701317919
Tunisia,788,2023,Raw milk of goats,11421.81,5.9526,0.52116083177710015
Türkiye,792,2020,Raw milk of goats,589616.99,61.2476,0.10387692525617351
Türkiye,792,2023,Raw milk of goats,543058.01,52.647999999999996,0.0969472856131889
Türkiye,792,2021,Raw milk of goats,622785.22,63.0652,0.10126316099794404
Türkiye,792,2022,Raw milk of goats,540425.93,59.1629,0.10947457683979005
Turkmenistan,795,2023,Raw milk of goats,9734.0,24.9562,2.5638175467433739
Turkmenistan,795,2021,Raw milk of goats,12515.3,24.0191,1.9191789249958053
Turkmenistan,795,2020,Raw milk of goats,11091.1,23.9365,2.1581718675334276
Turkmenistan,795,2022,Raw milk of goats,9724.0,23.9188,2.4597696421225832
Ukraine,804,2022,Raw milk of goats,159600.0,2.4993,0.015659774436090224
Ukraine,804,2021,Raw milk of goats,182500.0,2.6645,0.0146
Ukraine,804,2023,Raw milk of goats,151800.0,2.169,0.014288537549407114
Ukraine,804,2020,Raw milk of goats,191000.0,2.7994,0.014656544502617802
North Macedonia,807,2020,Raw milk of goats,16034.0,0.4874,0.030397904453037295
North Macedonia,807,2021,Raw milk of goats,17034.0,0.3886,0.022813197135141482
