country,country_m49,year,milk_species,milk_tonnes,ch4_ktco2e,kg_co2e_per_ton_milk
North Macedonia,807,2022,Raw milk of goats,14113.06,0.4113,0.029143219117611634
North Macedonia,807,2023,Raw milk of goats,14583.0,0.4387,0.030082973325104574
Egypt,818,2021,Raw milk of goats,9000.0,5.8473000000000006,0.6497
Egypt,818,2023,Raw milk of goats,8433.33,5.4293,0.64379076829674631
Egypt,818,2022,Raw milk of goats,7800.0,6.4315,0.824551282051282
Egypt,818,2020,Raw milk of goats,8500.0,4.7823,0.56262352941176474
United Republic of Tanzania,834,2020,Raw milk of goats,241732.5,125.6591,0.51982708158811908
United Republic of Tanzania,834,2022,Raw milk of goats,256135.89,137.4212,0.53651676850128271
United Republic of Tanzania,834,2021,Raw milk of goats,249776.4,132.2199,0.529353053370935
United Republic of Tanzania,834,2023,Raw milk of goats,262420.17,142.6224,0.543488711252645
United States of America,840,2022,Raw milk of goats,25927.14,13.184099999999999,0.50850575883032212
United States of America,840,2020,Raw milk of goats,26373.06,13.6202,0.5164436739612317
United States of America,840,2021,Raw milk of goats,26113.7,13.3688,0.51194583685957951
United States of America,840,2023,Raw milk of goats,25698.09,12.9635,0.50445383295023094
Burkina Faso,854,2023,Raw milk of goats,132668.33,56.595800000000004,0.42659615900795622
Burkina Faso,854,2021,Raw milk of goats,131599.0,56.1398,0.42659746654609837
Burkina Faso,854,2020,Raw milk of goats,131068.0,67.6303,0.51599398785363326
Burkina Faso,854,2022,Raw milk of goats,132132.0,56.3673,0.42659840159840162
Venezuela (Bolivarian Republic of),862,2020,Raw milk of goats,322108.78,8.2681,0.02566865765037513
Venezuela (Bolivarian Republic of),862,2023,Raw milk of goats,314442.0,6.24,0.01984467723777358
Venezuela (Bolivarian Republic of),862,2021,Raw milk of goats,325553.7,8.2864,0.025453250876890661
Venezuela (Bolivarian Republic of),862,2022,Raw milk of goats,303497.0,6.7064,0.022097088274348677
Yemen,887,2021,Raw milk of goats,80630.97,51.961800000000004,0.64443972334699684
Yemen,887,2020,Raw milk of goats,76791.4,49.4875,0.64444065351067958
Yemen,887,2022,Raw milk of goats,84663.0,53.217000000000006,0.6285744658233231
Yemen,887,2023,Raw milk of goats,86653.0,51.670899999999996,0.59629672371412412
Afghanistan,4,2021,Raw milk of sheep,196388.17,64.77,0.32980601631961837
Afghanistan,4,2022,Raw milk of sheep,194548.06,63.75,0.32768252739194625
Afghanistan,4,2023,Raw milk of sheep,191272.91,62.4198,0.32633894679596814
Afghanistan,4,2020,Raw milk of sheep,197306.06,65.335399999999993,0.33113732036410842
Albania,8,2023,Raw milk of sheep,66426.0,9.8788,0.14871887513925269
Albania,8,2022,Raw milk of sheep,71103.99,11.2342,0.15799675939423369
Albania,8,2020,Raw milk of sheep,76890.0,12.758899999999999,0.16593705293276109
Albania,8,2021,Raw milk of sheep,75670.0,12.1249,0.1602339104004229
Algeria,12,2022,Raw milk of sheep,547145.33,160.7353,0.29377076105173006
Algeria,12,2021,Raw milk of sheep,524908.0,160.30120000000002,0.30538913485791797
Algeria,12,2023,Raw milk of sheep,554786.44,163.8525,0.29534337573211056
Algeria,12,2020,Raw milk of sheep,592306.0,159.1636,0.26871853400100626
Azerbaijan,31,2021,Raw milk of sheep,30502.0,37.3022,1.2229427578519441
Azerbaijan,31,2023,Raw milk of sheep,29623.0,33.867599999999996,1.1432873105357324
Azerbaijan,31,2022,Raw milk of sheep,30496.0,36.571200000000005,1.1992130115424975
Azerbaijan,31,2020,Raw milk of sheep,30275.0,38.166999999999994,1.2606771263418659
Austria,40,2022,Raw milk of sheep,11690.0,3.2813999999999997,0.28070145423438836
Austria,40,2021,Raw milk of sheep,10810.0,3.2952,0.30482886216466232
Austria,40,2020,Raw milk of sheep,11420.0,3.2249000000000003,0.28239054290718041
Austria,40,2023,Raw milk of sheep,11540.0,3.2095,0.27811958405545928
Bahrain,48,2023,Raw milk of sheep,158.97,0.316,1.9877964395797949
Bahrain,48,2022,Raw milk of sheep,158.2,0.324,2.0480404551201015
Bahrain,48,2021,Raw milk of sheep,156.16,0.312,1.9979508196721312
Bahrain,48,2020,Raw milk of sheep,156.05,0.312,1.99935917975008
Bangladesh,50,2021,Raw milk of sheep,59925.0,19.0424,0.31777054651647896
Bangladesh,50,2020,Raw milk of sheep,53400.0,18.6697,0.34961985018726588
Bangladesh,50,2022,Raw milk of sheep,65370.0,19.4202,0.29708122992198255
Bangladesh,50,2023,Raw milk of sheep,70340.0,19.808400000000002,0.28160932613022466
Armenia,51,2020,Raw milk of sheep,45000.0,3.262,0.0724888888888889
Armenia,51,2021,Raw milk of sheep,22000.0,3.5365,0.16075
Armenia,51,2022,Raw milk of sheep,15000.0,3.5281,0.23520666666666665
Armenia,51,2023,Raw milk of sheep,32200.0,3.4701,0.10776708074534161
Bolivia (Plurinational State of),68,2020,Raw milk of sheep,31311.79,39.2056,1.2521034409083607
Bolivia (Plurinational State of),68,2022,Raw milk of sheep,31315.25,39.1013,1.2486344512657572
Bolivia (Plurinational State of),68,2023,Raw milk of sheep,31073.83,38.5021,1.2390522829017214
Bolivia (Plurinational State of),68,2021,Raw milk of sheep,31383.75,39.3125,1.2526387063368782
Bosnia and Herzegovina,70,2020,Raw milk of sheep,15883.0,8.3081,0.52308128187370151
Bosnia and Herzegovina,70,2022,Raw milk of sheep,13253.0,8.1658,0.61614728740662494
Bosnia and Herzegovina,70,2021,Raw milk of sheep,6418.0,8.4354,1.3143346837020877
Bosnia and Herzegovina,70,2023,Raw milk of sheep,3161.0,8.219199999999999,2.6001898133502053
Bulgaria,100,2023,Raw milk of sheep,52010.0,8.786,0.16892905210536435
Bulgaria,100,2020,Raw milk of sheep,76480.0,10.7107,0.14004576359832635
Bulgaria,100,2021,Raw milk of sheep,70370.0,9.8243,0.13960920846951824
Bulgaria,100,2022,Raw milk of sheep,56660.0,8.9795,0.15848040945993647
Myanmar,104,2021,Raw milk of sheep,2384.37,2.3453,0.98361412029173323
Myanmar,104,2022,Raw milk of sheep,2594.39,2.7913,1.0758983807368978
Myanmar,104,2023,Raw milk of sheep,2591.73,2.781,1.0730284404625481
Myanmar,104,2020,Raw milk of sheep,2341.98,2.2629,0.96623369969000594
Burundi,108,2023,Raw milk of sheep,1355.81,3.5399,2.6109115584042009
Burundi,108,2020,Raw milk of sheep,1404.07,3.9124,2.7864707600048431
Burundi,108,2021,Raw milk of sheep,1301.73,3.2712,2.5129635177801846
Burundi,108,2022,Raw milk of sheep,1328.5,3.4251,2.5781708694015806
Cameroon,120,2021,Raw milk of sheep,18414.81,18.3686,0.99749060674533163
Cameroon,120,2020,Raw milk of sheep,18327.7,18.394599999999997,1.003650212519847
Cameroon,120,2023,Raw milk of sheep,18967.66,18.3924,0.96967153565595321
Cameroon,120,2022,Raw milk of sheep,18909.63,18.380499999999998,0.97201796121870154
Chad,148,2022,Raw milk of sheep,46259.66,234.4241,5.06757075170894
Chad,148,2020,Raw milk of sheep,42683.34,201.26749999999998,4.71536435527304
Chad,148,2023,Raw milk of sheep,48158.67,252.9977,5.2534195815623654
Chad,148,2021,Raw milk of sheep,44435.53,217.214,4.8882954698638681
"China, mainland",156,2020,Raw milk of sheep,1208049.61,882.786,0.73075310210149391
"China, mainland",156,2021,Raw milk of sheep,1268569.02,950.5217,0.74928654650576276
"China, mainland",156,2023,Raw milk of sheep,1299773.93,984.2169,0.75722160391384374
"China, mainland",156,2022,Raw milk of sheep,1303269.85,989.5535,0.75928519331587385
China,159,2021,Raw milk of sheep,1268569.02,950.5227,0.74928733479554777
China,159,2022,Raw milk of sheep,1303269.85,989.55450000000008,0.75928596061667508
China,159,2023,Raw milk of sheep,1299773.93,984.2179,0.75722237327840547
China,159,2020,Raw milk of sheep,1208049.61,882.7871,0.73075401266012574
Croatia,191,2022,Raw milk of sheep,6000.0,5.2662,0.87770000000000015
Croatia,191,2023,Raw milk of sheep,5000.0,4.5209,0.90418000000000009
Croatia,191,2021,Raw milk of sheep,5000.0,5.3563,1.07126
Croatia,191,2020,Raw milk of sheep,7000.0,5.4218,0.7745428571428572
Cyprus,196,2022,Raw milk of sheep,44050.0,1.7685000000000002,0.040147559591373443
Cyprus,196,2020,Raw milk of sheep,37900.0,1.6805999999999999,0.044343007915567278
Cyprus,196,2021,Raw milk of sheep,44450.0,1.8054,0.040616422947131609
Czechia,203,2022,Raw milk of sheep,100.0,1.4266999999999999,14.266999999999998
Ecuador,218,2020,Raw milk of sheep,3987.82,2.5572,0.64125261421027024
Ecuador,218,2022,Raw milk of sheep,4216.82,2.8426,0.67410987426544178
Ecuador,218,2021,Raw milk of sheep,4122.02,2.7234,0.66069548425286617
Ecuador,218,2023,Raw milk of sheep,4259.09,2.8939999999999997,0.67948787182238446
Ethiopia,231,2023,Raw milk of sheep,55772.34,205.72279999999998,3.6886169739336738
Ethiopia,231,2020,Raw milk of sheep,60070.56,221.01149999999998,3.6791982628428963
Ethiopia,231,2021,Raw milk of sheep,58367.54,195.76839999999999,3.3540628918059592
Ethiopia,231,2022,Raw milk of sheep,56348.99,178.4956,3.1676805564749255
Eritrea,232,2020,Raw milk of sheep,5814.21,12.861899999999999,2.2121491999772966
Eritrea,232,2021,Raw milk of sheep,5871.97,12.8523,2.1887543703390855
Eritrea,232,2022,Raw milk of sheep,5877.07,12.927200000000001,2.1995994602752735
Eritrea,232,2023,Raw milk of sheep,5900.33,12.864299999999998,2.18026788332178
France,250,2022,Raw milk of sheep,342090.0,54.0337,0.15795170861469204
France,250,2020,Raw milk of sheep,344170.0,57.3195,0.16654414969346543
France,250,2023,Raw milk of sheep,338820.0,53.8574,0.1589557877339
France,250,2021,Raw milk of sheep,350200.0,57.286,0.16358081096516278
Georgia,268,2023,Raw milk of sheep,6730.0,4.4054,0.654591381872214
Georgia,268,2021,Raw milk of sheep,7300.0,4.5706,0.62610958904109582
Georgia,268,2022,Raw milk of sheep,7300.0,4.6118999999999994,0.63176712328767115
Georgia,268,2020,Raw milk of sheep,7168.8,4.2937,0.59894264033032041
Palestine,275,2022,Raw milk of sheep,91000.0,4.0432,0.044430769230769232
Palestine,275,2021,Raw milk of sheep,90660.0,3.9715,0.043806529891903818
Palestine,275,2020,Raw milk of sheep,53202.64,3.9477,0.074201205052982333
Germany,276,2020,Raw milk of sheep,6700.0,12.1515,1.8136567164179105
Greece,300,2022,Raw milk of sheep,956450.0,60.4291,0.0631806158189137
Greece,300,2020,Raw milk of sheep,945430.0,63.2415,0.066891784690564088
Greece,300,2023,Raw milk of sheep,943970.0,64.6379,0.068474527792196788
Greece,300,2021,Raw milk of sheep,951650.0,62.9885,0.066188724846319547
Guinea,324,2020,Raw milk of sheep,14889.42,15.9275,1.0697193040427364
Guinea,324,2022,Raw milk of sheep,15980.61,18.1259,1.1342433111126546
Guinea,324,2023,Raw milk of sheep,16511.12,19.237,1.1650935854139515
Guinea,324,2021,Raw milk of sheep,15425.37,16.991200000000003,1.1015100448157811
Hungary,348,2022,Raw milk of sheep,1500.0,7.1392000000000007,4.7594666666666674
Hungary,348,2023,Raw milk of sheep,1610.0,7.4291,4.6143478260869566
Hungary,348,2021,Raw milk of sheep,1580.0,7.2645,4.5977848101265826
Hungary,348,2020,Raw milk of sheep,1610.0,7.7314,4.8021118012422361
Indonesia,360,2021,Raw milk of sheep,150202.49,81.019799999999989,0.53940384077520942
Indonesia,360,2020,Raw milk of sheep,161082.55,90.7995,0.56368303084350235
Indonesia,360,2022,Raw milk of sheep,140748.64,80.9112,0.57486310347297132
Indonesia,360,2023,Raw milk of sheep,145000.0,80.4425,0.55477586206896556
Iran (Islamic Republic of),364,2022,Raw milk of sheep,399506.63,286.24730000000005,0.716502001481177
Iran (Islamic Republic of),364,2021,Raw milk of sheep,391370.89,277.42019999999997,0.70884219314318431
Iran (Islamic Republic of),364,2023,Raw milk of sheep,398106.25,267.86359999999996,0.67284449817102843
Iran (Islamic Republic of),364,2020,Raw milk of sheep,376202.0,239.9231,0.63775072966119273
Iraq,368,2020,Raw milk of sheep,58069.0,34.627900000000004,0.59632333947545169
Iraq,368,2022,Raw milk of sheep,58592.0,34.9403,0.59633226379027859
Iraq,368,2023,Raw milk of sheep,58868.0,35.097500000000004,0.59620676768363134
Iraq,368,2021,Raw milk of sheep,58344.44,34.7837,0.59617848761595793
Israel,376,2020,Raw milk of sheep,18565.0,2.575,0.13870185833557769
Israel,376,2022,Raw milk of sheep,19738.0,2.8325,0.14350491437835647
Israel,376,2021,Raw milk of sheep,19565.0,2.678,0.13687707641196012
Israel,376,2023,Raw milk of sheep,20982.0,2.575,0.12272423982461157
Italy,380,2021,Raw milk of sheep,477100.0,55.105199999999996,0.11550031439949696
Italy,380,2023,Raw milk of sheep,471290.0,53.2104,0.11290373230919391
Italy,380,2022,Raw milk of sheep,475400.0,53.7919,0.11315082036180059
Italy,380,2020,Raw milk of sheep,481970.0,57.6098,0.11952984625599104
Jordan,400,2021,Raw milk of sheep,104676.0,15.8891,0.15179315220298825
Jordan,400,2023,Raw milk of sheep,123571.0,15.1125,0.12229811201657347
Jordan,400,2022,Raw milk of sheep,97079.7,15.2529,0.15711729640697283
Jordan,400,2020,Raw milk of sheep,101092.0,15.4617,0.15294682071776206
Kenya,404,2021,Raw milk of sheep,95721.75,127.7282,1.3343696704249557
Kenya,404,2023,Raw milk of sheep,92269.72,119.524,1.2953762079260671
Kenya,404,2020,Raw milk of sheep,96851.3,130.5315,1.3477516564052314
Kenya,404,2022,Raw milk of sheep,87815.84,109.8664,1.2511000293341155
Kuwait,414,2021,Raw milk of sheep,297.51,3.8657,12.993512823098383
Kuwait,414,2022,Raw milk of sheep,299.65,3.9516,13.187385282829968
Kuwait,414,2023,Raw milk of sheep,296.28,3.7937,12.804441744295938
Kuwait,414,2020,Raw milk of sheep,294.49,3.7479,12.726747937111616
Lebanon,422,2023,Raw milk of sheep,12337.0,2.2207999999999997,0.18001134797762824
Lebanon,422,2022,Raw milk of sheep,12069.0,2.2486,0.18631203910845973
Lebanon,422,2020,Raw milk of sheep,21993.0,2.2081999999999997,0.10040467421452279
Lebanon,422,2021,Raw milk of sheep,12680.0,2.2059,0.17396687697160884
Libya,434,2022,Raw milk of sheep,60616.09,37.8243,0.623997687742644
Libya,434,2020,Raw milk of sheep,60904.2,38.3855,0.63026031045477982
Libya,434,2021,Raw milk of sheep,60588.77,37.9997,0.62717397960051013
Libya,434,2023,Raw milk of sheep,61289.71,38.7714,0.63259232259379272
Luxembourg,442,2021,Raw milk of sheep,110.0,0.0815,0.740909090909091
Luxembourg,442,2022,Raw milk of sheep,90.0,0.073699999999999988,0.81888888888888878
Luxembourg,442,2020,Raw milk of sheep,120.0,0.0779,0.64916666666666656
Malawi,454,2020,Raw milk of sheep,6843.38,1.8858,0.27556558308905832
Malawi,454,2021,Raw milk of sheep,6927.8,1.8786,0.27116833626836806
Malawi,454,2022,Raw milk of sheep,7253.85,1.9056000000000002,0.26270187555573937
Malawi,454,2023,Raw milk of sheep,7486.95,1.8864999999999998,0.25197176420304662
Mali,466,2020,Raw milk of sheep,184855.0,104.74189999999999,0.56661653728598083
Mali,466,2022,Raw milk of sheep,203803.0,115.47800000000001,0.56661580055249439
Mali,466,2023,Raw milk of sheep,213995.0,121.2518,0.56661043482324358
Mali,466,2021,Raw milk of sheep,194098.0,109.979,0.56661583323887932
Malta,470,2021,Raw milk of sheep,1860.0,0.10540000000000001,0.056666666666666671
Malta,470,2023,Raw milk of sheep,2020.0,0.1158,0.057326732673267322
Malta,470,2020,Raw milk of sheep,1910.0,0.1089,0.05701570680628272
Malta,470,2022,Raw milk of sheep,2070.0,0.1199,0.057922705314009663
Mauritania,478,2020,Raw milk of sheep,78478.2,55.5999,0.70847572956566285
Mauritania,478,2021,Raw milk of sheep,79171.45,56.8299,0.71780799770624393
Mauritania,478,2023,Raw milk of sheep,79098.9,59.187799999999996,0.74827589258510552
Mauritania,478,2022,Raw milk of sheep,79421.48,57.9324,0.72942987212023758
Mongolia,496,2021,Raw milk of sheep,17662.83,158.5435,8.9761097174122142
Mongolia,496,2023,Raw milk of sheep,572.46,149.9877,262.00555497327321
Mongolia,496,2020,Raw milk of sheep,20335.48,153.25199999999998,7.5361879827768989
Mongolia,496,2022,Raw milk of sheep,21616.91,167.0132,7.7260441015852876
Republic of Moldova,498,2020,Raw milk of sheep,24164.0,3.8853,0.16078877669260058
Republic of Moldova,498,2021,Raw milk of sheep,23134.0,3.5532,0.15359211550099419
Republic of Moldova,498,2022,Raw milk of sheep,22962.0,3.4339999999999997,0.14955143280202071
Republic of Moldova,498,2023,Raw milk of sheep,22001.0,3.4144,0.15519294577519205
Montenegro,499,2020,Raw milk of sheep,10352.0,1.4462000000000002,0.13970247295208657
Montenegro,499,2021,Raw milk of sheep,12746.0,1.3588,0.10660599403734504
Montenegro,499,2022,Raw milk of sheep,7022.54,1.3216999999999999,0.18820825513275821
Montenegro,499,2023,Raw milk of sheep,6928.81,1.3756,0.19853337008808147
Morocco,504,2022,Raw milk of sheep,36363.08,112.27289999999999,3.0875519895454397
Morocco,504,2020,Raw milk of sheep,36709.32,113.7573,3.0988669907260609
Morocco,504,2023,Raw milk of sheep,35526.71,106.40199999999999,2.9949860260069112
Morocco,504,2021,Raw milk of sheep,37292.7,117.04140000000001,3.1384533702306356
Oman,512,2022,Raw milk of sheep,22746.57,3.4069000000000003,0.14977642783065756
Oman,512,2020,Raw milk of sheep,22152.46,3.2746,0.14782105463682138
Oman,512,2023,Raw milk of sheep,23049.65,3.4751000000000003,0.15076584676990756
Oman,512,2021,Raw milk of sheep,22447.44,3.3402,0.14880093231121233
Nepal,524,2022,Raw milk of sheep,17509.79,3.9331,0.22462291095438608
Nepal,524,2020,Raw milk of sheep,17952.15,4.1110000000000007,0.22899764095108388
Nepal,524,2021,Raw milk of sheep,17800.74,4.048,0.22740627636828578
Nepal,524,2023,Raw milk of sheep,13538.43,2.5593999999999997,0.18904703130274333
Niger,562,2022,Raw milk of sheep,170414.56,76.0616,0.44633275466603328
Niger,562,2020,Raw milk of sheep,168771.82,71.0043,0.42071182262536483
Niger,562,2021,Raw milk of sheep,146091.34,73.489499999999992,0.50303803086479992
Niger,562,2023,Raw milk of sheep,176378.85,73.5184,0.41682095103806377
Pakistan,586,2023,Raw milk of sheep,42000.0,166.58710000000002,3.9663595238095248
Pakistan,586,2021,Raw milk of sheep,41000.0,162.71429999999998,3.9686414634146336
Pakistan,586,2020,Raw milk of sheep,41000.0,160.8087,3.922163414634146
Pakistan,586,2022,Raw milk of sheep,42000.0,164.6404,3.9200095238095236
Poland,616,2021,Raw milk of sheep,510.0,2.1726,4.26
Poland,616,2020,Raw milk of sheep,540.0,2.2756,4.2140740740740741
Poland,616,2023,Raw milk of sheep,440.0,2.2153,5.0347727272727276
Poland,616,2022,Raw milk of sheep,440.0,2.1816,4.958181818181818
Portugal,620,2021,Raw milk of sheep,73930.0,18.9895,0.25685783849587446
Portugal,620,2020,Raw milk of sheep,74310.0,19.0748,0.25669223523078993
Portugal,620,2022,Raw milk of sheep,72180.0,18.7896,0.26031587697423109
Portugal,620,2023,Raw milk of sheep,70320.0,18.3543,0.26101109215017065
Guinea-Bissau,624,2021,Raw milk of sheep,6632.39,2.4996,0.3768777167808286
Guinea-Bissau,624,2023,Raw milk of sheep,6638.28,2.5163,0.37905903336406421
Guinea-Bissau,624,2020,Raw milk of sheep,6640.84,2.5012,0.37663909987290761
Guinea-Bissau,624,2022,Raw milk of sheep,6634.08,2.5080999999999998,0.37806297180618864
Qatar,634,2021,Raw milk of sheep,11827.63,4.7912000000000008,0.405085380587658
Qatar,634,2020,Raw milk of sheep,12530.1,5.3129,0.42401098155641209
Qatar,634,2022,Raw milk of sheep,11035.08,4.2325,0.38354955288045034
Qatar,634,2023,Raw milk of sheep,11018.2,4.2151,0.38255794957434058
Romania,642,2023,Raw milk of sheep,448400.0,84.3529,0.18811975914362178
Romania,642,2020,Raw milk of sheep,426000.0,84.2055,0.19766549295774649
Romania,642,2021,Raw milk of sheep,419700.0,82.615800000000007,0.19684488920657614
Romania,642,2022,Raw milk of sheep,404400.0,83.926200000000009,0.20753264094955493
Russian Federation,643,2022,Raw milk of sheep,5649.0,156.8239,27.761355992211016
Russian Federation,643,2023,Raw milk of sheep,5790.0,156.28979999999999,26.993056994818652
Russian Federation,643,2020,Raw milk of sheep,4979.0,169.1641,33.975517172122913
Russian Federation,643,2021,Raw milk of sheep,5379.0,162.04229999999998,30.124986056887895
Rwanda,646,2022,Raw milk of sheep,5617.43,1.7085000000000001,0.30414264174186417
Rwanda,646,2020,Raw milk of sheep,6390.93,2.1649,0.33874569115918957
Rwanda,646,2023,Raw milk of sheep,5331.57,1.5862,0.29751086452958514
Rwanda,646,2021,Raw milk of sheep,6143.54,2.0271,0.32995634438776339
Senegal,686,2021,Raw milk of sheep,12004.74,40.1733,3.3464531510053526
Senegal,686,2023,Raw milk of sheep,12839.25,42.620799999999996,3.3195708472068071
Senegal,686,2022,Raw milk of sheep,12687.55,41.4589,3.2676836741530084
Senegal,686,2020,Raw milk of sheep,11975.84,40.0398,3.3433813411000819
Serbia,688,2021,Raw milk of sheep,10390.0,13.8854,1.3364196342637154
Serbia,688,2020,Raw milk of sheep,9584.0,13.797,1.4395868113522539
Serbia,688,2023,Raw milk of sheep,11603.0,14.0607,1.2118159096785315
Serbia,688,2022,Raw milk of sheep,9300.0,14.0936,1.5154408602150538
Slovakia,703,2022,Raw milk of sheep,11670.0,2.4661999999999997,0.21132819194515851
Slovakia,703,2021,Raw milk of sheep,11440.0,2.3826,0.20826923076923076
Slovakia,703,2023,Raw milk of sheep,12210.0,2.3739,0.19442260442260442
Slovakia,703,2020,Raw milk of sheep,11390.0,2.4099,0.21158033362598772
Slovenia,705,2021,Raw milk of sheep,650.0,0.9768,1.5027692307692306
Slovenia,705,2022,Raw milk of sheep,590.0,0.9599,1.6269491525423729
Slovenia,705,2020,Raw milk of sheep,490.0,0.9315,1.9010204081632653
Slovenia,705,2023,Raw milk of sheep,760.0,0.9527,1.2535526315789474
Somalia,706,2022,Raw milk of sheep,355926.57,54.8259,0.15403710939590712
Somalia,706,2023,Raw milk of sheep,334304.36,53.7358,0.16073915398530847
Somalia,706,2020,Raw milk of sheep,386934.28,57.8828,0.14959336246971966
Somalia,706,2021,Raw milk of sheep,373768.06,56.9186,0.15228321007418344
Spain,724,2021,Raw milk of sheep,560300.0,123.5163,0.22044672496876674
Spain,724,2022,Raw milk of sheep,545950.0,118.3667,0.21680868211374668
Spain,724,2023,Raw milk of sheep,529900.0,111.35579999999999,0.21014493300622758
Spain,724,2020,Raw milk of sheep,556250.0,126.4473,0.22732098876404494
South Sudan,728,2020,Raw milk of sheep,137922.35,77.788,0.56399851075623342
South Sudan,728,2022,Raw milk of sheep,135873.61,75.73,0.55735620772863848
South Sudan,728,2023,Raw milk of sheep,135646.43,75.4271,0.55605665405274574
South Sudan,728,2021,Raw milk of sheep,132452.16,72.763299999999987,0.54935532950161015
Sudan,729,2022,Raw milk of sheep,404396.12,206.96,0.51177543444284279
Sudan,729,2020,Raw milk of sheep,416002.42,212.9195,0.511822743723462
Sudan,729,2023,Raw milk of sheep,405926.34,207.9264,0.5122269227466244
Sudan,729,2021,Raw milk of sheep,408642.83,210.61100000000002,0.51539139937925749
Switzerland,756,2022,Raw milk of sheep,6648.0,2.9147000000000003,0.43843261131167272
Switzerland,756,2020,Raw milk of sheep,6200.0,2.8135000000000003,0.45379032258064522
Switzerland,756,2021,Raw milk of sheep,6400.0,2.8592,0.44675
Switzerland,756,2023,Raw milk of sheep,6577.0,2.9679,0.451254371293903
Tunisia,788,2020,Raw milk of sheep,21000.0,32.7241,1.5582904761904761
Tunisia,788,2023,Raw milk of sheep,22888.89,32.117399999999996,1.4031873105248878
Tunisia,788,2021,Raw milk of sheep,25000.0,32.0144,1.2805760000000002
Tunisia,788,2022,Raw milk of sheep,22666.67,31.6137,1.3947218537173747
Türkiye,792,2023,Raw milk of sheep,933575.73,214.5083,0.22977064752957962
Türkiye,792,2020,Raw milk of sheep,1101065.07,214.84660000000002,0.19512616089074555
Türkiye,792,2022,Raw milk of sheep,1067342.14,227.9082,0.21352871910407287
Türkiye,792,2021,Raw milk of sheep,1143761.69,230.4063,0.2014460722145712
Ukraine,804,2021,Raw milk of sheep,14900.0,5.086,0.34134228187919463
Ukraine,804,2020,Raw milk of sheep,14700.0,5.3956000000000008,0.36704761904761912
Ukraine,804,2023,Raw milk of sheep,11500.0,4.2472999999999992,0.36933043478260863
Ukraine,804,2022,Raw milk of sheep,12400.0,4.9721,0.40097580645161296
North Macedonia,807,2021,Raw milk of sheep,35855.0,5.1865000000000006,0.14465207084088694
North Macedonia,807,2023,Raw milk of sheep,31670.0,4.8081000000000005,0.15181875592042943
North Macedonia,807,2022,Raw milk of sheep,39835.25,5.2947,0.13291494342322441
North Macedonia,807,2020,Raw milk of sheep,27733.0,5.1648999999999994,0.18623661342083436
Egypt,818,2021,Raw milk of sheep,25000.0,9.9806999999999988,0.39922799999999997
Egypt,818,2023,Raw milk of sheep,23233.33,10.256400000000001,0.44145200020832143
Egypt,818,2022,Raw milk of sheep,21200.0,10.979800000000001,0.51791509433962268
Egypt,818,2020,Raw milk of sheep,23500.0,9.9704,0.42427234042553191
Burkina Faso,854,2022,Raw milk of sheep,77481.02,58.6873,0.75744098361121215
Burkina Faso,854,2021,Raw milk of sheep,75300.0,57.9451,0.76952324037184594
Burkina Faso,854,2020,Raw milk of sheep,73500.0,49.8628,0.67840544217687082
Burkina Faso,854,2023,Raw milk of sheep,78130.1,59.439,0.7607695369646269
Yemen,887,2023,Raw milk of sheep,67623.0,53.3256,0.78857193558404681
Yemen,887,2020,Raw milk of sheep,62080.9,50.8589,0.81923586803670689
Yemen,887,2021,Raw milk of sheep,65184.94,53.401799999999994,0.81923524053255237
Yemen,887,2022,Raw milk of sheep,68444.0,54.1581,0.79127607971480329
