obs_idx,y_obs,y_rep_mean,y_rep_median,y_rep_p05,y_rep_p95,residual,residual_median_pred,within_90ci
44,-2.3285780972742094,-2.3429550197126074,-2.340997881790982,-2.4074768375072293,-2.277938664236627,0.014376922438398054,0.012419784516772392,True
45,-2.3591215925646334,-2.347049819518077,-2.3482596546917645,-2.417284733216096,-2.2840809156501547,-0.012071773046556267,-0.010861937872868932,True
46,-2.353088073344289,-2.3503366916868837,-2.350114113678049,-2.412264263580369,-2.2892252322043314,-0.002751381657405183,-0.0029739596662401446,True
47,-2.3529515940626493,-2.3564603060475675,-2.355351634927884,-2.420341099093072,-2.2905913110815397,0.0035087119849182002,0.0024000408652344873,True
48,-2.714415503624823,-2.7561405464211832,-2.755020980697833,-2.823894751885333,-2.686196355727379,0.041725042796360245,0.04060547707301021,True
49,-2.750159047273597,-2.7614997902299074,-2.7605833356633616,-2.8306385732058263,-2.6913217042074047,0.011340742956310379,0.010424288389764502,True
50,-2.775440315563547,-2.76458939451188,-2.763277763970393,-2.835933126978977,-2.6949050376071684,-0.010850921051666962,-0.012162551593153825,True
51,-2.803214415291604,-2.769781383429823,-2.7689020663376915,-2.835967062977708,-2.700023215512752,-0.033433031861780815,-0.03431234895391233,True
52,-3.5597585705775914,-3.570140578787305,-3.5702112063922895,-3.632740476657382,-3.505336224523216,0.010382008209713689,0.01045263581469813,True
53,-0.5452050510997731,-2.2258066969316626,-2.316458665692548,-5.512810400824955,0.9111530836111208,1.6806016458318895,1.771253614592775,True
54,0.23164897847334473,-1.241397039138687,-1.1319189656239481,-4.080714337583071,1.682441217578174,1.4730460176120317,1.3635679440972928,True
55,-3.5721821248792742,-3.576130465011198,-3.57659859143732,-3.6418005680688386,-3.5076729800966744,0.0039483401319238,0.0044164665580459506,True
56,-0.541500048731467,-2.355557213993879,-2.3387712664845606,-5.345638702966899,0.8393509833859748,1.8140571652624122,1.7972712177530936,True
57,0.20126005090969717,-1.101605917726807,-1.109597767251525,-4.019084468148673,1.6386817285387825,1.302865968636504,1.310857818161222,True
58,-3.585072866926964,-3.577843282464338,-3.577146470603502,-3.6432521379728837,-3.5093358658796854,-0.007229584462626004,-0.007926396323461926,True
